observed_on,season_start,latitude,longitude,phenophase,t_base,species,gdd_cumulative_random
2025-08-21,2025-05-26,31.7599861111,35.1775111111,fruiting,5,Ailanthus_altissima,1852.1823013305643
2025-08-08,2025-05-26,46.213685439,-119.0132369768,fruiting,5,Ailanthus_altissima,1592.4823837280264
2025-08-19,2025-05-26,40.6332611111,-74.4451194444,fruiting,5,Ailanthus_altissima,1614.6802383422837
2025-08-21,2025-05-26,42.5657424927,-71.3029937744,fruiting,5,Ailanthus_altissima,1504.0021942138665
2025-08-20,2025-05-26,43.175469538,-77.5274612538,fruiting,5,Ailanthus_altissima,1460.091136169433
2025-08-17,2025-05-26,42.6087604709,-70.6629757124,fruiting,5,Ailanthus_altissima,548.7781341552749
2025-08-18,2025-05-26,41.4883293831,-73.9529997765,fruiting,5,Ailanthus_altissima,1450.4103317260738
2025-08-18,2025-05-26,42.8229279722,-70.8266359722,fruiting,5,Ailanthus_altissima,1367.8061599731443
2025-08-16,2025-05-26,44.8379536597,-0.6352694705,fruiting,5,Ailanthus_altissima,1493.8033493041985
2025-08-17,2025-05-26,46.3532608654,17.7847477142,flowering,5,Ailanthus_altissima,1452.5878585815422
2025-08-16,2025-05-26,45.7981864997,3.1199002,fruiting,5,Ailanthus_altissima,1227.2777374267584
2025-08-16,2025-05-26,40.8807137702,-73.903217297,fruiting,5,Ailanthus_altissima,1543.9723861694324
2025-08-16,2025-05-26,41.1150297476,20.7955349609,fruiting,5,Ailanthus_altissima,1430.5285156249993
2025-08-14,2025-05-26,41.2732302491,-101.8159978186,fruiting,5,Ailanthus_altissima,1456.8976837158198
2025-08-14,2025-05-26,49.2033569997,-123.9771042997,fruiting,5,Ailanthus_altissima,1019.937677001955
2025-08-01,2025-05-26,42.32651121,-70.99021649,fruiting,5,Ailanthus_altissima,1117.7873199462902
2025-08-12,2025-05-26,41.483604921,-81.8307048275,fruiting,5,Ailanthus_altissima,1432.2637771606442
2025-08-12,2025-05-26,41.4838800907,-81.8307406473,fruiting,5,Ailanthus_altissima,1432.2637771606442
2025-08-12,2025-05-26,40.0368199875,18.4616909176,fruiting,5,Ailanthus_altissima,290.5566162109383
2025-08-10,2025-05-26,41.6561914133,1.4209765127,fruiting,5,Ailanthus_altissima,1416.8860351562494
2025-08-04,2025-05-26,41.3464700164,-72.0528650656,fruiting,5,Ailanthus_altissima,140.47766265869222
2025-08-11,2025-05-26,48.07253948,16.5367717668,fruiting,5,Ailanthus_altissima,1259.8624847412111
2025-08-10,2025-05-26,41.7293656497,45.8146180584,fruiting,5,Ailanthus_altissima,1315.18250579834
2025-08-10,2025-05-26,42.4645383333,-71.1197361667,fruiting,5,Ailanthus_altissima,1273.224925231934
2025-08-10,2025-05-26,45.9080941731,8.5187552757,fruiting,5,Ailanthus_altissima,1122.2342559814465
2025-07-26,2025-05-26,41.7589211,13.9912945,fruiting,5,Ailanthus_altissima,781.6469451904311
2025-08-10,2025-05-26,38.7014067779,-9.1995112225,fruiting,5,Ailanthus_altissima,1304.4318191528323
2025-08-10,2025-05-26,48.8217608007,8.2904361561,fruiting,5,Ailanthus_altissima,1090.829592895509
2025-08-10,2025-05-26,36.7837206315,127.2785554798,fruiting,5,Ailanthus_altissima,1550.3634292602533
2025-08-09,2025-05-26,43.1814752386,-77.5093725734,fruiting,5,Ailanthus_altissima,1252.2997375488285
2025-08-09,2025-05-26,38.07007366,-84.47443756,fruiting,5,Ailanthus_altissima,1464.0456558227534
2025-08-09,2025-05-26,38.070108153,-84.4744680696,fruiting,5,Ailanthus_altissima,1464.0456558227534
2025-08-09,2025-05-26,41.7656889868,-91.8777323796,fruiting,5,Ailanthus_altissima,1398.3173767089838
2025-07-18,2025-05-26,36.0943361667,-80.2527083333,fruiting,5,Ailanthus_altissima,1092.2178634643565
2025-08-08,2025-05-26,39.7848239962,-84.059928952,fruiting,5,Ailanthus_altissima,1395.3265609741206
2025-08-07,2025-05-26,43.1932934989,-77.5134121955,fruiting,5,Ailanthus_altissima,1211.527075195313
2025-08-07,2025-05-26,42.3992910795,-71.0872615222,flowering,5,Ailanthus_altissima,1240.9627670288091
2025-08-07,2025-05-26,40.5829208513,-105.0673932903,fruiting,5,Ailanthus_altissima,1139.9173110961924
2025-08-07,2025-05-26,40.5808896975,-105.0718150356,fruiting,5,Ailanthus_altissima,1139.9173110961924
2025-07-28,2025-05-26,40.6515116667,-122.583,fruiting,5,Ailanthus_altissima,1245.3211349487306
2025-08-06,2025-05-26,42.8193687892,-70.934239099,fruiting,5,Ailanthus_altissima,1181.4746139526374
2025-08-06,2025-05-26,45.49343252,-122.6340313,fruiting,5,Ailanthus_altissima,1130.4790618896495
2025-08-06,2025-05-26,42.46292,-83.847502,fruiting,5,Ailanthus_altissima,1252.1650360107424
2025-08-06,2025-05-26,38.8572654724,-77.0471191406,fruiting,5,Ailanthus_altissima,1444.7610748291008
2025-08-06,2025-05-26,42.3281033333,-83.0394138333,fruiting,5,Ailanthus_altissima,1290.4991043090822
2025-08-02,2025-05-26,44.66166982,8.61371588,fruiting,5,Ailanthus_altissima,1247.3615707397462
2025-08-02,2025-05-26,43.6103172333,13.4453481808,fruiting,5,Ailanthus_altissima,1346.265089416504
2025-08-06,2025-05-26,41.2618366333,-95.9817673266,fruiting,5,Ailanthus_altissima,1423.0132186889646
2025-07-29,2025-05-26,45.7847633333,3.0766870833,fruiting,5,Ailanthus_altissima,924.6965789794936
2025-08-05,2025-05-26,42.4090388889,-82.1871111111,fruiting,5,Ailanthus_altissima,1219.870600891114
2025-08-04,2025-05-26,31.7983566135,35.2205318654,fruiting,5,Ailanthus_altissima,1450.1400695800776
2025-08-04,2025-05-26,37.5518916667,122.1386555,fruiting,5,Ailanthus_altissima,0.0
2025-08-03,2025-05-26,42.3471050042,-71.5388649702,fruiting,5,Ailanthus_altissima,1184.5104370117197
2025-08-02,2025-05-26,40.660795,-73.806495,fruiting,5,Ailanthus_altissima,1267.9194778442388
2025-07-26,2025-05-26,50.3784700557,7.2853403538,fruiting,5,Ailanthus_altissima,834.808047485353
2025-08-01,2025-05-26,42.3468399559,-71.2363469681,fruiting,5,Ailanthus_altissima,1149.5179183959972
2025-08-01,2025-05-26,42.3468022983,-71.2366354222,fruiting,5,Ailanthus_altissima,1149.5179183959972
2025-08-01,2025-05-26,42.3360647653,-71.1523177475,fruiting,5,Ailanthus_altissima,1149.5179183959972
2025-08-01,2025-05-26,42.3554937937,-71.1881322786,fruiting,5,Ailanthus_altissima,1146.872105407716
2025-08-01,2025-05-26,42.7756843567,-71.0841064453,fruiting,5,Ailanthus_altissima,1138.499836730958
2025-08-01,2025-05-26,36.2082805556,117.1281,fruiting,5,Ailanthus_altissima,1509.694752502441
2025-08-01,2025-05-26,40.3292643665,-3.7991968542,fruiting,5,Ailanthus_altissima,1399.9422042846677
2025-07-31,2025-05-26,42.6280188368,-70.6410746276,fruiting,5,Ailanthus_altissima,3291.2032394409057
2025-07-31,2025-05-26,43.0244583333,-76.13995,fruiting,5,Ailanthus_altissima,1093.062632751466
2025-07-31,2025-05-26,48.1809333,16.3349562,fruiting,5,Ailanthus_altissima,1027.371722412111
2025-07-29,2025-05-26,55.6668083333,12.5137133333,fruiting,5,Ailanthus_altissima,771.3895568847671
2025-07-30,2025-05-26,53.5892888889,9.9909805556,fruiting,5,Ailanthus_altissima,826.4464813232437
2025-07-29,2025-05-26,43.0613428537,-77.2155110228,fruiting,5,Ailanthus_altissima,1096.9957046508805
2025-07-30,2025-05-26,41.904202304,12.5131750758,fruiting,5,Ailanthus_altissima,1335.4145751953124
2025-07-30,2025-05-26,45.6591037447,13.7922449782,fruiting,5,Ailanthus_altissima,1147.268159484864
2025-07-29,2025-05-26,41.4154159036,-81.7341636743,fruiting,5,Ailanthus_altissima,1154.486099243165
2025-07-29,2025-05-26,49.6331400776,17.3394161268,fruiting,5,Ailanthus_altissima,889.4680557250991
2025-07-29,2025-05-26,49.6325633256,17.338835601,fruiting,5,Ailanthus_altissima,889.4680557250991
2025-07-29,2025-05-26,42.4263266387,-71.4416010305,fruiting,5,Ailanthus_altissima,1092.999160766603
2025-07-28,2025-05-26,38.7437968932,-93.7434810027,fruiting,5,Ailanthus_altissima,1304.1379455566407
2025-07-28,2025-05-26,42.2891048866,-71.042836681,fruiting,5,Ailanthus_altissima,1040.3832839965835
2025-07-28,2025-05-26,40.948855,-4.1254083333,fruiting,5,Ailanthus_altissima,1045.6459182739272
2025-07-28,2025-05-26,40.9488444444,-4.1254722222,fruiting,5,Ailanthus_altissima,1045.6459182739272
2025-07-28,2025-05-26,40.9488216667,-4.1255416667,fruiting,5,Ailanthus_altissima,1045.6459182739272
2025-07-26,2025-05-26,33.1443416456,-96.6444609793,fruiting,5,Ailanthus_altissima,1400.5031845092772
2025-07-27,2025-05-26,42.9307916667,-85.6492944444,fruiting,5,Ailanthus_altissima,1068.9375579833995
2025-07-27,2025-05-26,37.1893716327,-8.0241123509,fruiting,5,Ailanthus_altissima,1245.1460922241213
2025-07-27,2025-05-26,43.1987526487,-3.9173415088,fruiting,5,Ailanthus_altissima,843.3941390991225
2025-07-27,2025-05-26,42.5692485048,8.7564347545,fruiting,5,Ailanthus_altissima,1266.530590820314
2025-07-25,2025-05-26,38.1514972222,-121.2908333333,fruiting,5,Ailanthus_altissima,1059.7642684936536
2025-07-26,2025-05-26,37.9648883333,23.745245,fruiting,5,Ailanthus_altissima,1370.680857849121
2025-07-25,2025-05-26,40.4150638889,-3.6834694444,fruiting,5,Ailanthus_altissima,1268.6837402343754
2025-07-25,2025-05-26,37.9771313276,-76.3295021554,fruiting,5,Ailanthus_altissima,62.70843353271528
2025-07-25,2025-05-26,51.31797,12.2799869,fruiting,5,Ailanthus_altissima,874.4580169677748
2025-07-25,2025-05-26,42.1148300749,-72.5659420311,fruiting,5,Ailanthus_altissima,1012.5200210571304
2025-07-25,2025-05-26,49.2342716667,4.0250555,fruiting,5,Ailanthus_altissima,872.3626571655287
2025-07-24,2025-05-26,38.7626022351,-93.7492896616,fruiting,5,Ailanthus_altissima,1204.2953643798833
2025-07-16,2025-05-26,41.9235657935,19.201113895,fruiting,5,Ailanthus_altissima,227.56437072753943
2025-07-16,2025-05-26,41.9252600224,19.2038135206,fruiting,5,Ailanthus_altissima,1187.71963043213
2025-07-24,2025-05-26,39.6401238721,-75.690695364,fruiting,5,Ailanthus_altissima,1151.1996154785163
2025-07-24,2025-05-26,50.1298,14.4913466667,fruiting,5,Ailanthus_altissima,862.1401901245131
2025-07-24,2025-05-26,51.3404261,12.3325237,fruiting,5,Ailanthus_altissima,859.1464691162123
2025-07-24,2025-05-26,51.3425025,12.3329331,fruiting,5,Ailanthus_altissima,859.1464691162123
2025-07-24,2025-05-26,51.32003215,12.3536508,fruiting,5,Ailanthus_altissima,859.061920166017
2025-07-17,2025-05-26,42.3581838623,-71.4679897163,fruiting,5,Ailanthus_altissima,867.2030838012707
2025-07-24,2025-05-26,49.0069,33.6263283333,fruiting,5,Ailanthus_altissima,966.8609008789076
2025-07-23,2025-05-26,38.5203783333,-121.9682916667,fruiting,5,Ailanthus_altissima,1083.1759170532237
2025-07-23,2025-05-26,42.2724027778,-71.8560972222,fruiting,5,Ailanthus_altissima,930.4190353393568
2025-07-23,2025-05-26,43.6045170297,-116.1957856268,fruiting,5,Ailanthus_altissima,1058.0941986084
2025-07-23,2025-05-26,50.73610649,7.1060228,fruiting,5,Ailanthus_altissima,829.2229904174818
2025-07-21,2025-05-26,37.1069833951,-93.3980181625,fruiting,5,Ailanthus_altissima,1097.3134338378918
2025-07-09,2025-05-26,45.3453029,34.4997274,fruiting,5,Ailanthus_altissima,747.6791915893565
2025-07-22,2025-05-26,42.4119111111,-71.2328222222,fruiting,5,Ailanthus_altissima,952.507916259767
2025-07-22,2025-05-26,42.0158143997,-83.9337574997,fruiting,5,Ailanthus_altissima,979.5062759399428
2025-07-22,2025-05-26,52.2412550035,21.0992361667,fruiting,5,Ailanthus_altissima,784.3665435791029
2025-07-22,2025-05-26,51.2531471252,-0.5413841009,fruiting,5,Ailanthus_altissima,760.4585693359388
2025-07-22,2025-05-26,40.9580261931,-75.0257120813,fruiting,5,Ailanthus_altissima,974.0588500976576
2025-07-08,2025-05-26,52.0254454003,12.027971372,flowering,5,Ailanthus_altissima,620.5780319213877
2025-07-22,2025-05-26,51.3272308,12.3369421,fruiting,5,Ailanthus_altissima,829.9127395629896
2025-07-21,2025-05-26,42.8408638889,-78.8515111111,fruiting,5,Ailanthus_altissima,897.467990112306
2025-07-02,2025-05-26,38.6799083333,-84.5919966667,fruiting,5,Ailanthus_altissima,671.8062942504891
2025-07-21,2025-05-26,51.3329591,12.34235153,fruiting,5,Ailanthus_altissima,815.329318237306
2025-07-21,2025-05-26,51.33900497,12.32980036,fruiting,5,Ailanthus_altissima,815.329318237306
2025-07-20,2025-05-26,42.5611633333,42.8619633333,fruiting,5,Ailanthus_altissima,686.7726455688489
2025-07-21,2025-05-26,45.7651071585,3.1092380839,fruiting,5,Ailanthus_altissima,830.6382553100599
2025-07-20,2025-05-26,51.3515886,12.2998255,fruiting,5,Ailanthus_altissima,801.6830001831067
2025-07-20,2025-05-26,51.3455438,12.3703834,fruiting,5,Ailanthus_altissima,801.6677871704114
2025-07-20,2025-05-26,51.35291368,12.30367202,fruiting,5,Ailanthus_altissima,800.9643875122083
2025-07-20,2025-05-26,51.34583678,12.31811566,fruiting,5,Ailanthus_altissima,801.6830001831067
2025-07-19,2025-05-26,51.19863,6.46067,fruiting,5,Ailanthus_altissima,770.0631256103528
2025-07-19,2025-05-26,50.7443505201,-120.358519753,fruiting,5,Ailanthus_altissima,797.0743637084973
2025-07-19,2025-05-26,43.1933157975,-77.5130725999,fruiting,5,Ailanthus_altissima,860.3570556640638
2025-07-08,2025-05-26,43.1903660638,17.6799382262,fruiting,5,Ailanthus_altissima,801.8397277832041
2025-07-19,2025-05-26,51.33687026,12.40863308,fruiting,5,Ailanthus_altissima,783.5272521972669
2025-07-19,2025-05-26,51.3433836,12.3937885,fruiting,5,Ailanthus_altissima,783.5272521972669
2025-07-19,2025-05-26,51.34453425,12.3876949,fruiting,5,Ailanthus_altissima,783.5272521972669
2025-07-19,2025-05-26,51.3294914,12.3463863,fruiting,5,Ailanthus_altissima,783.6528167724622
2025-07-19,2025-05-26,38.7013999749,-9.1994907707,fruiting,5,Ailanthus_altissima,903.6987228393568
2025-07-18,2025-05-26,43.2366255485,-77.6162417282,fruiting,5,Ailanthus_altissima,846.8329376220715
2025-07-18,2025-05-26,40.9539083333,-73.7039333333,fruiting,5,Ailanthus_altissima,948.2790512084972
2025-07-18,2025-05-26,42.8690681458,-76.982925415,fruiting,5,Ailanthus_altissima,881.1712631225598
2025-07-18,2025-05-26,42.3406377669,-71.1287007841,flowering,5,Ailanthus_altissima,876.010061645509
2025-07-18,2025-05-26,51.3471609,12.4009485,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.3473294,12.3961861,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.3480678,12.3992341,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.3467116,12.3971186,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.3440314,12.401968,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.3435185,12.4062544,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.34396842,12.40665249,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,51.34382099,12.40842014,fruiting,5,Ailanthus_altissima,766.8888153076184
2025-07-18,2025-05-26,37.6399527778,120.4541333333,fruiting,5,Ailanthus_altissima,1092.8410858154307
2025-07-16,2025-05-26,42.7049369722,23.3294105278,fruiting,5,Ailanthus_altissima,812.0755035400402
2025-07-03,2025-05-26,37.3447588458,23.4619889264,fruiting,5,Ailanthus_altissima,7.415460205078148
2025-07-17,2025-05-26,51.346895,12.4111454,fruiting,5,Ailanthus_altissima,752.3359039306653
2025-07-17,2025-05-26,51.33914617,12.39457023,fruiting,5,Ailanthus_altissima,752.3359039306653
2025-07-16,2025-05-26,37.81947,12.79965,fruiting,5,Ailanthus_altissima,1038.394061279298
2025-07-16,2025-05-26,43.1759796071,-77.5271740788,fruiting,5,Ailanthus_altissima,807.0482894897473
2025-07-16,2025-05-26,41.3188338,19.8311632,fruiting,5,Ailanthus_altissima,954.314700317384
2025-07-15,2025-05-26,51.33585359,12.3266665,fruiting,5,Ailanthus_altissima,728.639146423341
2025-07-16,2025-05-26,45.4874616667,9.09387,fruiting,5,Ailanthus_altissima,968.8049728393568
2025-07-15,2025-05-26,43.1933040393,-77.5130170652,fruiting,5,Ailanthus_altissima,786.0225387573254
2025-07-15,2025-05-26,42.0855061617,-72.5187832829,fruiting,5,Ailanthus_altissima,812.3514877319348
2025-07-14,2025-05-26,45.4729416667,-122.6525283333,fruiting,5,Ailanthus_altissima,731.9939270019543
2025-07-06,2025-05-26,46.4940333333,11.3505883333,fruiting,5,Ailanthus_altissima,581.1136581420908
2025-07-15,2025-05-26,40.9703606638,-76.8843535233,fruiting,5,Ailanthus_altissima,825.8556457519543
2025-07-15,2025-05-26,40.44036564,-80.02213791,fruiting,5,Ailanthus_altissima,873.4603973388683
2025-07-15,2025-05-26,42.4987019727,-71.1408262325,fruiting,5,Ailanthus_altissima,804.8840576171887
2025-07-15,2025-05-26,51.3291412,12.3322686,fruiting,5,Ailanthus_altissima,728.639146423341
2025-07-14,2025-05-26,48.0524061611,20.357078025,fruiting,5,Ailanthus_altissima,708.0637893676769
2025-07-14,2025-05-26,41.4784045167,14.476628378,fruiting,5,Ailanthus_altissima,753.5258102417004
2025-07-14,2025-05-26,40.90968,-73.765655,fruiting,5,Ailanthus_altissima,79.66691894531323
2025-07-14,2025-05-26,37.7844333333,14.5980583333,fruiting,5,Ailanthus_altissima,801.659393310548
2025-07-11,2025-05-26,38.0279972222,14.0299083333,fruiting,5,Ailanthus_altissima,852.9524642944347
2025-07-13,2025-05-26,46.30847686,-119.26283834,fruiting,5,Ailanthus_altissima,1007.7423995971692
2025-06-19,2025-05-26,40.3177253699,-3.5032935441,fruiting,5,Ailanthus_altissima,482.236190795899
2025-07-05,2025-05-26,38.6348265772,-121.2232775785,fruiting,5,Ailanthus_altissima,765.5451293945322
2025-07-09,2025-05-26,41.2330527778,-73.1087111111,fruiting,5,Ailanthus_altissima,721.884017944337
2025-07-12,2025-05-26,41.4847678692,14.4681606442,fruiting,5,Ailanthus_altissima,722.0321166992198
2025-07-12,2025-05-26,41.4795112534,14.4781864062,fruiting,5,Ailanthus_altissima,722.0321166992198
2025-07-12,2025-05-26,41.5451695,1.8913371,fruiting,5,Ailanthus_altissima,882.4636657714855
2025-07-11,2025-05-26,40.9758146974,-81.3093284735,fruiting,5,Ailanthus_altissima,788.067645263673
2025-07-11,2025-05-26,42.229402818,-71.1740891456,fruiting,5,Ailanthus_altissima,747.1290161132823
2025-07-11,2025-05-26,45.0961945,7.5755783333,fruiting,5,Ailanthus_altissima,791.7049133300792
2025-07-11,2025-05-26,42.3973805556,-71.1432944444,fruiting,5,Ailanthus_altissima,742.6359893798839
2025-07-11,2025-05-26,41.3964198344,14.1035201959,fruiting,5,Ailanthus_altissima,843.9868118286143
2025-07-08,2025-05-26,44.0623278543,10.018986091,fruiting,5,Ailanthus_altissima,786.1253646850596
2025-07-10,2025-05-26,45.816864,16.0114115,fruiting,5,Ailanthus_altissima,779.5276504516612
2025-07-09,2025-05-26,45.0336888333,7.6116716667,fruiting,5,Ailanthus_altissima,762.0246963500987
2025-07-09,2025-05-26,43.5674880173,13.5731892447,fruiting,5,Ailanthus_altissima,511.04028472900575
2025-07-09,2025-05-26,38.0353305556,14.0212527778,fruiting,5,Ailanthus_altissima,817.7522811889659
2025-07-09,2025-05-26,51.3256915,12.32742101,fruiting,5,Ailanthus_altissima,644.7216339111338
2025-07-06,2025-05-26,41.5526805556,-73.064275,flowering,5,Ailanthus_altissima,630.9888870239267
2025-07-06,2025-05-26,51.33655827,12.32851645,fruiting,5,Ailanthus_altissima,605.4903289794931
2025-07-06,2025-05-26,51.3366493447,12.3249227554,fruiting,5,Ailanthus_altissima,605.4903289794931
2025-07-06,2025-05-26,49.9689751502,7.9062467821,fruiting,5,Ailanthus_altissima,602.0272628784189
2025-07-05,2025-05-26,42.2445112997,-71.8331988997,fruiting,5,Ailanthus_altissima,612.1472106933603
2025-06-21,2025-05-26,41.1869199061,13.825101298,fruiting,5,Ailanthus_altissima,448.5718795776373
2025-07-04,2025-05-26,42.34651723,-71.24148475,fruiting,5,Ailanthus_altissima,615.2921600341806
2025-07-03,2025-05-26,50.8103836428,4.4287300827,fruiting,5,Ailanthus_altissima,531.9659942626962
2025-07-02,2025-05-26,45.5793956188,11.4555349984,fruiting,5,Ailanthus_altissima,685.087643432618
2025-07-03,2025-05-26,43.8222698076,7.7666808665,fruiting,5,Ailanthus_altissima,680.056898498536
2025-07-02,2025-05-26,40.908225,-73.8559333333,fruiting,5,Ailanthus_altissima,631.1686904907235
2025-06-28,2025-05-26,42.3812944444,-71.0868138889,fruiting,5,Ailanthus_altissima,494.22335662841874
2025-06-28,2025-05-26,42.7393817542,-71.3021402833,flowering,5,Ailanthus_altissima,496.0996383667
2025-06-29,2025-05-26,42.3359116667,-71.140275,fruiting,5,Ailanthus_altissima,511.1402359008797
2025-06-29,2025-05-26,38.70148652,-9.19961471,fruiting,5,Ailanthus_altissima,560.6445617675789
2025-06-29,2025-05-26,37.4800435766,14.0561019257,flowering,5,Ailanthus_altissima,635.6775970458992
