observed_on,season_start,latitude,longitude,phenophase,t_base,gdd_cumulative,species
2025-07-12,2025-03-07,48.9266366667,8.3670133333,flowering,5,1188.3909194946305,Bellis_perennis
2025-07-11,2025-03-07,-42.8127883333,147.2600116667,flowering,5,763.1335464477567,Bellis_perennis
2025-06-21,2025-03-07,49.9929286326,8.2452790928,flowering,5,822.3687591552757,Bellis_perennis
2025-07-06,2025-03-07,54.1832566667,7.8793183333,flowering,5,,Bellis_perennis
2024-04-20,2024-02-29,47.7701949737,-122.2458486407,flowering,5,155.0449676513682,Bellis_perennis
2025-07-09,2025-03-07,55.6663305556,12.5969027778,flowering,5,,Bellis_perennis
2025-07-10,2025-03-07,55.1316891611,12.0076823048,flowering,5,840.1782989501979,Bellis_perennis
2025-06-21,2025-03-07,34.0350662638,-118.0632772577,flowering,5,1393.2549011230471,Bellis_perennis
2025-07-08,2025-03-07,53.15410287,-4.37454968,flowering,5,896.4156448364286,Bellis_perennis
2025-07-08,2025-03-07,50.8097397139,8.7640842125,flowering,5,961.1710952758816,Bellis_perennis
2025-07-08,2025-03-07,53.2924041748,-1.4360592365,flowering,5,872.4898223876979,Bellis_perennis
2025-06-28,2025-03-07,-41.3077704202,173.1261702039,flowering,5,868.8259948730495,Bellis_perennis
2024-05-10,2024-02-29,53.654257366,10.0999194011,flowering,5,329.4015655517593,Bellis_perennis
2025-06-10,2025-03-07,48.4157083333,9.9753722222,flowering,5,542.7884292602558,Bellis_perennis
2025-06-10,2025-03-07,48.4166194444,9.9765694444,flowering,5,542.7884292602558,Bellis_perennis
2025-06-27,2025-03-07,48.7107263273,15.3151375428,flowering,5,778.6721603393578,Bellis_perennis
2025-07-06,2025-03-07,50.8099514894,8.7630252368,flowering,5,939.8949844360376,Bellis_perennis
2025-07-05,2025-03-07,48.2116966388,16.5265455097,flowering,5,1179.6591613769551,Bellis_perennis
2025-06-28,2025-03-07,44.8310682736,-81.3482986308,flowering,5,469.1999343872087,Bellis_perennis
2025-07-05,2025-03-07,55.4578966667,11.936105,flowering,5,756.0626510620142,Bellis_perennis
2025-06-25,2025-03-07,37.8004420294,-122.2547584841,flowering,5,,Bellis_perennis
2025-04-20,2025-03-07,51.48204445,11.6996777833,flowering,5,141.9281539917,Bellis_perennis
2025-06-24,2025-03-07,48.4019025997,-122.6635165,flowering,5,,Bellis_perennis
2025-07-04,2025-03-07,53.8324919064,-1.5298841614,flowering,5,796.475480651858,Bellis_perennis
2025-07-04,2025-03-07,51.1539015997,-1.3345316,flowering,5,927.6890869140652,Bellis_perennis
2025-07-03,2025-03-07,53.8757703001,-166.536101871,flowering,5,86.56919250488374,Bellis_perennis
2024-05-11,2024-02-29,41.89448,12.4841,flowering,5,664.7605331420915,Bellis_perennis
2025-07-02,2025-03-07,54.86545534,83.10500871,flowering,5,786.5649658203142,Bellis_perennis
2025-07-02,2025-03-07,48.2428966667,11.3360283333,flowering,5,937.1371749877954,Bellis_perennis
2025-07-02,2025-03-07,50.8203381662,8.7848968424,flowering,5,883.5162933349634,Bellis_perennis
2025-06-21,2025-03-07,49.9930386012,8.2459521116,flowering,5,822.3687591552757,Bellis_perennis
2025-06-29,2025-03-07,37.8063009295,-122.2588436928,flowering,5,,Bellis_perennis
2025-06-30,2025-03-07,52.1166863868,26.1162203882,flowering,5,778.4475646972679,Bellis_perennis
2025-06-29,2025-03-07,44.49065,-80.9228083333,flowering,5,722.8325927734394,Bellis_perennis
2025-06-29,2025-03-07,-37.0143246388,174.5378543311,flowering,5,1290.4892654418936,Bellis_perennis
2025-06-29,2025-03-07,43.1488968835,-77.6144468021,flowering,5,949.0221420288108,Bellis_perennis
2025-06-28,2025-03-07,37.8115972222,-122.1567194444,flowering,5,1150.3636840820327,Bellis_perennis
2025-06-29,2025-03-07,56.0070239,-2.8615416,flowering,5,,Bellis_perennis
2025-06-28,2025-03-07,44.8412133078,-81.2251407012,flowering,5,503.6866928100603,Bellis_perennis
2025-06-07,2025-03-07,54.6516933,-2.578373,flowering,5,318.07734069824403,Bellis_perennis
2025-03-30,2025-03-07,51.5625137044,0.0430290708,flowering,5,82.44476165771528,Bellis_perennis
2025-06-26,2025-03-07,37.2940798311,-121.9004152603,flowering,5,1208.8678314208996,Bellis_perennis
2025-04-15,2025-03-07,48.2872667048,-122.6476909391,flowering,5,124.66353454589932,Bellis_perennis
2025-06-23,2025-03-07,47.5853583333,-122.6443,flowering,5,745.6197280883813,Bellis_perennis
2025-06-24,2025-03-07,47.017385,12.3725583333,flowering,5,144.09924926757878,Bellis_perennis
2025-06-24,2025-03-07,52.627142831,1.2877316817,flowering,5,760.7869796752954,Bellis_perennis
2025-06-19,2025-03-07,48.9194495163,8.4734137729,flowering,5,764.8690002441429,Bellis_perennis
2025-06-23,2025-03-07,43.1746615169,-77.5243844782,flowering,5,739.18927459717,Bellis_perennis
2025-06-24,2025-03-07,-36.9344282167,174.7345430776,flowering,5,1249.4249877929683,Bellis_perennis
2025-06-13,2025-03-07,51.7462833333,-1.2626416667,flowering,5,651.3905395507834,Bellis_perennis
2025-06-23,2025-03-07,52.6237803306,1.3041561875,flowering,5,745.7471374511742,Bellis_perennis
2025-06-23,2025-03-07,57.7287757237,11.9270961164,flowering,5,,Bellis_perennis
2025-06-22,2025-03-07,45.3665633333,-123.9622633333,flowering,5,653.6214721679712,Bellis_perennis
2025-06-20,2025-03-07,51.9636844693,7.6109665632,flowering,5,784.3093536376975,Bellis_perennis
2025-06-22,2025-03-07,54.0253634389,13.9209211056,flowering,5,,Bellis_perennis
2025-06-22,2025-03-07,52.4556183333,13.3075566667,flowering,5,793.3420867919945,Bellis_perennis
2025-06-22,2025-03-07,50.1245607762,-5.6789522152,flowering,5,797.2691925048853,Bellis_perennis
2025-06-22,2025-03-07,54.09552771,13.37877431,flowering,5,674.5120727539085,Bellis_perennis
2025-06-17,2025-03-07,48.163086,11.499467,flowering,5,677.9566024780295,Bellis_perennis
2025-06-21,2025-03-07,47.119415262,12.4957673268,flowering,5,99.31295776367244,Bellis_perennis
2023-09-29,2023-09-29,-43.6310073501,171.6480436085,flowering,5,1.6960617065429917,Bellis_perennis
2025-06-20,2025-03-07,-43.8144862672,172.9048796677,flowering,5,692.5186004638696,Bellis_perennis
2025-06-20,2025-03-07,-43.8145011841,172.9048937472,flowering,5,692.5186004638696,Bellis_perennis
2025-06-20,2025-03-07,43.6622390747,-124.1985931396,flowering,5,,Bellis_perennis
2025-06-20,2025-03-07,55.6006202661,-1.7555593606,flowering,5,512.2726211547873,Bellis_perennis
2025-04-19,2025-03-07,37.8064335556,-122.2589983056,flowering,5,,Bellis_perennis
2025-06-19,2025-03-07,52.6637638889,-3.1329527778,flowering,5,611.7069961547874,Bellis_perennis
2025-06-19,2025-03-07,52.4541083721,13.4729568011,flowering,5,739.7749282836936,Bellis_perennis
2025-06-19,2025-03-07,49.9230671192,11.5844824773,flowering,5,649.6845306396506,Bellis_perennis
2025-06-19,2025-03-07,48.5397647,9.03561524,flowering,5,681.6750106811545,Bellis_perennis
2025-06-19,2025-03-07,49.868688737,8.6782396759,flowering,5,791.8245223999046,Bellis_perennis
2025-06-18,2025-03-07,50.8478849722,24.2692729722,flowering,5,636.0628906250021,Bellis_perennis
2025-06-18,2025-03-07,48.5096466667,22.1468028333,flowering,5,793.5264846801779,Bellis_perennis
2025-06-18,2025-03-07,51.9626121521,-9.6087436676,flowering,5,624.5966171264671,Bellis_perennis
2025-06-18,2025-03-07,47.3036116667,11.5205533333,flowering,5,286.3157531738294,Bellis_perennis
2025-06-18,2025-03-07,50.72473732,7.09073675,flowering,5,759.9978668212913,Bellis_perennis
2025-06-18,2025-03-07,49.9913807514,8.2426759366,flowering,5,774.7082626342795,Bellis_perennis
2025-06-18,2025-03-07,54.1868396027,7.8773715263,flowering,5,,Bellis_perennis
2025-06-16,2025-03-07,53.4095166667,-2.9828638889,flowering,5,644.1201583862327,Bellis_perennis
2025-06-17,2025-03-07,43.1748672127,-77.5239978355,flowering,5,630.1584503173847,Bellis_perennis
2025-06-16,2025-03-07,37.9795643816,-80.9461990697,flowering,5,897.7789306640647,Bellis_perennis
2025-06-17,2025-03-07,50.8032846997,8.8084044,flowering,5,641.2543228149435,Bellis_perennis
2025-06-17,2025-03-07,51.4613524891,6.9868694807,flowering,5,771.4216384887717,Bellis_perennis
2025-06-17,2025-03-07,48.42106502,9.9608271514,flowering,5,641.866229248049,Bellis_perennis
2025-06-17,2025-03-07,51.3279916667,12.39277,flowering,5,690.8531219482443,Bellis_perennis
2025-06-17,2025-03-07,51.8769662428,12.6574395915,flowering,5,731.4806045532248,Bellis_perennis
2025-04-11,2025-03-07,48.1015361111,-123.41375,flowering,5,76.32376708984441,Bellis_perennis
2025-06-16,2025-03-07,37.2726497976,-121.9032514936,flowering,5,1076.1503631591818,Bellis_perennis
2025-06-13,2025-03-07,49.2362101283,-122.9654056017,flowering,5,609.3907669067404,Bellis_perennis
2025-06-16,2025-03-07,49.2482757567,6.0866918561,flowering,5,732.091670227053,Bellis_perennis
2025-06-14,2025-03-07,44.7467399077,-79.8889651895,flowering,5,447.86906433105617,Bellis_perennis
2025-06-15,2025-03-07,42.8450704484,-78.8062972165,flowering,5,651.8424041748065,Bellis_perennis
2025-06-15,2025-03-07,50.8126475997,8.7710617,flowering,5,616.2868438720724,Bellis_perennis
2025-06-15,2025-03-07,48.1938369272,16.38420405,flowering,5,783.722576904299,Bellis_perennis
2025-06-11,2025-03-07,44.8125449,20.46123,flowering,5,952.6934219360372,Bellis_perennis
2025-06-14,2025-03-07,47.3117113247,15.3764136604,flowering,5,421.196760559084,Bellis_perennis
2025-05-06,2025-03-07,50.5400470833,13.9854401944,flowering,5,269.909556579591,Bellis_perennis
2025-06-13,2025-03-07,33.7950792368,-117.7538194148,flowering,5,1195.8079971313489,Bellis_perennis
2025-06-15,2025-03-07,-36.8649898843,174.7242732346,flowering,5,1183.226831054688,Bellis_perennis
2025-06-13,2025-03-07,50.062920415,19.9573312075,flowering,5,604.0328918457051,Bellis_perennis
2025-06-14,2025-03-07,43.2386063097,-77.5671109032,flowering,5,587.9911697387713,Bellis_perennis
2025-06-14,2025-03-07,50.6209342792,3.0536825873,flowering,5,748.9919189453146,Bellis_perennis
2025-06-14,2025-03-07,62.90963381,27.70170011,flowering,5,240.86878967285247,Bellis_perennis
2025-06-13,2025-03-07,54.1169961636,10.2909547929,flowering,5,539.0362167358419,Bellis_perennis
2025-05-08,2025-03-07,51.005666,10.183102,flowering,5,231.74662322998165,Bellis_perennis
2025-05-10,2025-03-07,53.991727,13.270569,flowering,5,259.0339111328137,Bellis_perennis
2025-06-12,2025-03-07,47.6889116731,-122.26583,flowering,5,653.5478454589866,Bellis_perennis
2025-06-12,2025-03-07,51.3281466667,12.329795,flowering,5,618.8611633300801,Bellis_perennis
2025-06-12,2025-03-07,47.41369382,9.74689033,flowering,5,484.9287490844746,Bellis_perennis
2025-05-21,2025-03-07,-43.6473499062,172.4633060944,flowering,5,624.6232162475603,Bellis_perennis
2025-06-11,2025-03-07,53.3883660997,-6.0801918997,flowering,5,584.7571746826194,Bellis_perennis
2025-06-11,2025-03-07,52.2091914112,20.9685437224,flowering,5,600.8937133789082,Bellis_perennis
2025-06-11,2025-03-07,52.2086847185,20.9684968625,flowering,5,600.8937133789082,Bellis_perennis
2025-06-11,2025-03-07,49.1043853758,6.2106204031,flowering,5,668.0116378784201,Bellis_perennis
2025-06-04,2025-03-07,53.024225,-4.0598138889,flowering,5,418.5247848510761,Bellis_perennis
2025-06-10,2025-03-07,43.2268444168,-77.560293953,flowering,5,538.5502761840837,Bellis_perennis
2025-06-10,2025-03-07,43.2339994013,-77.552598477,flowering,5,538.5502761840837,Bellis_perennis
2025-06-10,2025-03-07,43.6017633333,-124.176605,flowering,5,631.6753326416037,Bellis_perennis
2025-06-10,2025-03-07,47.484245,12.42542,flowering,5,232.0616073608411,Bellis_perennis
2025-06-10,2025-03-07,40.169025,-79.2337283333,flowering,5,676.3757034301776,Bellis_perennis
2025-06-10,2025-03-07,56.0361166667,-3.3544,flowering,5,440.41160583496287,Bellis_perennis
2025-06-10,2025-03-07,46.9382195507,15.9066098928,flowering,5,691.1858444213888,Bellis_perennis
2025-06-09,2025-03-07,43.0984276,-76.2051161,flowering,5,613.1001846313494,Bellis_perennis
2025-06-09,2025-03-07,44.5354838185,-123.2503829151,flowering,5,671.4764465332053,Bellis_perennis
2025-06-09,2025-03-07,46.564239892,-87.4190762267,flowering,5,215.9822662353525,Bellis_perennis
2025-06-07,2025-03-07,33.9259970639,35.8463901957,flowering,5,762.8098815917989,Bellis_perennis
2025-06-09,2025-03-07,47.4070233536,9.7664770201,flowering,5,347.6459732055681,Bellis_perennis
2025-05-12,2025-03-07,60.1751569776,24.9835724967,flowering,5,70.62194061279365,Bellis_perennis
2025-06-09,2025-03-07,47.5692829642,15.9948854148,flowering,5,396.0628753662128,Bellis_perennis
2025-06-09,2025-03-07,51.96348788,5.23303888,flowering,5,643.4165481567403,Bellis_perennis
2025-05-30,2025-03-07,53.1958638889,-2.8802555556,flowering,5,489.6768951416034,Bellis_perennis
2025-06-08,2025-03-07,54.3113133333,-130.3139166667,flowering,5,184.17623291015772,Bellis_perennis
2025-06-08,2025-03-07,46.7919288,12.6811982,flowering,5,113.37896881103586,Bellis_perennis
2025-05-25,2025-03-07,55.4034623681,22.8980797157,flowering,5,242.3476165771497,Bellis_perennis
2025-05-16,2025-03-07,52.5045045,-6.9858038997,flowering,5,327.00592193603666,Bellis_perennis
2025-06-07,2025-03-07,46.6880883333,14.563285,flowering,5,534.7529510498066,Bellis_perennis
2025-06-07,2025-03-07,46.6880883333,14.563285,flowering,5,534.7529510498066,Bellis_perennis
2025-06-07,2025-03-07,46.819425,14.5916033333,flowering,5,380.17834625244313,Bellis_perennis
2025-06-05,2025-03-07,53.8061666667,-1.5540083333,flowering,5,437.0037490844745,Bellis_perennis
2025-06-07,2025-03-07,43.1016331451,-77.4582313895,flowering,5,576.7950057983415,Bellis_perennis
2025-06-03,2025-03-07,43.852336,-123.021398,flowering,5,524.8839874267597,Bellis_perennis
2024-03-27,2024-02-29,46.1375450752,-122.951603155,flowering,5,76.93968963623092,Bellis_perennis
2025-06-06,2025-03-07,45.9957791239,-84.3620566023,flowering,5,198.97804260254009,Bellis_perennis
2025-06-06,2025-03-07,46.6018765997,14.0046581,flowering,5,452.1964965820331,Bellis_perennis
2025-04-27,2025-03-07,48.6999251475,16.3619155437,flowering,5,256.816601562501,Bellis_perennis
2025-06-06,2025-03-07,47.4102090476,9.764351584,flowering,5,321.6675979614274,Bellis_perennis
2025-06-05,2025-03-07,53.1031775837,8.6555802917,flowering,5,546.0662704467792,Bellis_perennis
2025-06-05,2025-03-07,50.8669250705,12.455189597,flowering,5,484.35781860351744,Bellis_perennis
2025-05-31,2025-03-07,53.7953638889,-1.5365083333,flowering,5,408.5488540649432,Bellis_perennis
2024-05-18,2024-02-29,50.2440762563,25.8323087543,flowering,5,381.44272918701313,Bellis_perennis
2025-04-28,2025-03-07,46.317849445,-0.5415537581,flowering,5,347.7902984619152,Bellis_perennis
2025-06-04,2025-03-07,43.1319731462,-77.6075757758,flowering,5,532.7961441040055,Bellis_perennis
2025-06-04,2025-03-07,43.1318692339,-77.607508382,flowering,5,532.7961441040055,Bellis_perennis
2025-06-04,2025-03-07,61.0064118,25.5912250997,flowering,5,226.22983703613383,Bellis_perennis
2025-06-04,2025-03-07,61.0063920997,25.5915187997,flowering,5,226.22983703613383,Bellis_perennis
2025-06-03,2025-03-07,46.5012824361,-84.2727699503,flowering,5,229.03381652832127,Bellis_perennis
2025-05-10,2025-03-07,45.3782229343,25.4514605552,flowering,5,80.64993743896548,Bellis_perennis
2025-06-03,2025-03-07,51.3386333333,12.3428716667,flowering,5,512.6221054077166,Bellis_perennis
2025-06-03,2025-03-07,48.3307957786,15.5187018071,flowering,5,499.866012573244,Bellis_perennis
2025-06-02,2025-03-07,52.31217405,-0.1621519402,flowering,5,530.3442123413105,Bellis_perennis
2025-06-03,2025-03-07,43.6133023,1.5736315,flowering,5,770.6034591674825,Bellis_perennis
2025-06-02,2025-03-07,43.1254692725,-77.5788657102,flowering,5,499.755934143068,Bellis_perennis
2025-05-31,2025-03-07,-37.7576147313,145.6823551044,flowering,5,781.6101913452168,Bellis_perennis
2025-06-02,2025-03-07,48.007648468,-122.5590362549,flowering,5,,Bellis_perennis
2025-06-02,2025-03-07,38.0428388333,-122.7919166667,flowering,5,634.413639831545,Bellis_perennis
2025-06-02,2025-03-07,54.4117133333,26.0025433333,flowering,5,316.89437255859514,Bellis_perennis
2025-06-02,2025-03-07,53.2697516667,-2.67883,flowering,5,507.0807968139667,Bellis_perennis
2025-05-31,2025-03-07,47.4175149387,9.0788138697,flowering,5,360.502029418947,Bellis_perennis
2025-06-01,2025-03-07,43.1575842738,-77.4784014073,flowering,5,421.8859649658218,Bellis_perennis
2025-05-31,2025-03-07,39.1134191,-79.4857237,flowering,5,504.2564102172868,Bellis_perennis
2025-05-31,2025-03-07,39.112438,-79.5003589,flowering,5,504.2564102172868,Bellis_perennis
2025-06-01,2025-03-07,47.6381072998,-122.2975463867,flowering,5,537.6250778198262,Bellis_perennis
2025-06-01,2025-03-07,46.1884282179,-123.8355185555,flowering,5,,Bellis_perennis
2025-05-31,2025-03-07,51.9025752292,10.4238061757,flowering,5,351.85395507812666,Bellis_perennis
2025-06-01,2025-03-07,47.26901,15.69174,flowering,5,351.6019348144548,Bellis_perennis
2025-06-01,2025-03-07,40.432201107,-3.7369012088,flowering,5,683.8568664550801,Bellis_perennis
2025-05-30,2025-03-07,48.1398468158,-4.1802378662,flowering,5,604.9462203979512,Bellis_perennis
2025-05-26,2025-03-07,59.8689633333,-1.28987,flowering,5,,Bellis_perennis
2025-04-27,2025-03-07,44.03229167,-123.08048889,flowering,5,241.44927215576288,Bellis_perennis
2025-05-31,2025-03-07,44.39195,-123.295655,flowering,5,547.7913665771504,Bellis_perennis
2025-05-31,2025-03-07,45.499531,12.243035,flowering,5,773.1566940307637,Bellis_perennis
2025-05-28,2025-03-07,45.46912,-122.7196116667,flowering,5,553.0600372314472,Bellis_perennis
2025-05-28,2025-03-07,45.522338343,-122.8457616667,flowering,5,533.6440597534198,Bellis_perennis
2025-05-31,2025-03-07,44.0561103821,-123.373374939,flowering,5,539.6508483886738,Bellis_perennis
2025-05-31,2025-03-07,51.6612279519,19.530698061,flowering,5,427.40461425781416,Bellis_perennis
2025-05-31,2025-03-07,61.8731833333,28.8552583333,flowering,5,150.5399169921883,Bellis_perennis
2025-05-30,2025-03-07,43.157575,-77.4783466667,flowering,5,409.4311660766616,Bellis_perennis
2025-05-30,2025-03-07,44.5654666667,-123.2854616667,flowering,5,507.1982925415058,Bellis_perennis
2025-05-30,2025-03-07,48.0873194841,-123.7893170523,flowering,5,273.6679412841813,Bellis_perennis
2025-05-30,2025-03-07,44.0859794617,-123.1195602417,flowering,5,531.3688018798847,Bellis_perennis
2025-05-29,2025-03-07,48.0973211255,-123.4987026274,flowering,5,312.3474655151384,Bellis_perennis
2025-05-29,2025-03-07,52.6197412994,1.2866201094,flowering,5,445.7420486450213,Bellis_perennis
2024-09-07,2024-02-29,43.0406198047,-77.5066466799,flowering,5,2225.354539489742,Bellis_perennis
2025-05-29,2025-03-07,46.5024287252,-84.3071578816,flowering,5,188.89226837158287,Bellis_perennis
2025-05-29,2025-03-07,51.7749627,0.0753207,flowering,5,480.9230010986346,Bellis_perennis
2025-05-29,2025-03-07,51.8048333333,14.3535694444,flowering,5,481.7463088989275,Bellis_perennis
2025-05-29,2025-03-07,63.5485035,27.1867291997,flowering,5,117.18337707519596,Bellis_perennis
2025-05-29,2025-03-07,48.6970155666,15.9594289986,flowering,5,489.31802368164233,Bellis_perennis
2025-05-29,2025-03-07,59.3306056013,18.0917241052,flowering,5,214.06861419677875,Bellis_perennis
2025-05-26,2025-03-07,-54.8069500874,-68.2125831395,flowering,5,50.3204299926764,Bellis_perennis
2025-02-27,2025-03-07,53.5540329724,-1.4800045618,flowering,5,0.0329071044922102,Bellis_perennis
2025-04-28,2025-03-07,46.318241,-0.5411911,flowering,5,347.7902984619152,Bellis_perennis
2025-04-05,2025-03-07,46.3184301,-0.1559379997,flowering,5,152.45710144043028,Bellis_perennis
2025-04-18,2025-03-07,46.3364051,-0.4579822997,flowering,5,267.5745086669931,Bellis_perennis
2025-05-01,2025-03-07,46.4007671997,-0.3458716,flowering,5,364.028567504884,Bellis_perennis
2025-03-28,2025-03-07,51.3807982121,12.2413051948,flowering,5,41.07760467529329,Bellis_perennis
2025-04-05,2025-03-07,46.3180915,-0.1561275,flowering,5,152.45710144043028,Bellis_perennis
2025-03-31,2025-03-07,46.2919140997,-0.2486882997,flowering,5,112.65265808105516,Bellis_perennis
2025-05-28,2025-03-07,54.8799181,-1.82262979,flowering,5,301.5058242797868,Bellis_perennis
2025-02-05,2025-03-07,46.3984317997,-0.2218850997,flowering,5,0.0,Bellis_perennis
2025-05-27,2025-03-07,49.26537,-123.092005,flowering,5,353.4206558227555,Bellis_perennis
2025-05-27,2025-03-07,43.1749675171,-77.523882434,flowering,5,379.3479705810561,Bellis_perennis
2025-05-27,2025-03-07,43.1753784488,-77.5235985272,flowering,5,379.3479705810561,Bellis_perennis
2025-05-27,2025-03-07,32.7137164,-117.1733212997,flowering,5,846.4581100463886,Bellis_perennis
2025-05-27,2025-03-07,48.2269183959,16.4037099871,flowering,5,513.76615753174,Bellis_perennis
2025-05-20,2025-03-07,48.4149611111,9.9757027778,flowering,5,334.83576812744286,Bellis_perennis
2025-05-27,2025-03-07,47.9608216323,7.7870552614,flowering,5,494.6648818969744,Bellis_perennis
2025-05-26,2025-03-07,48.6459235,13.4008272,flowering,5,433.1735977172869,Bellis_perennis
2025-05-27,2025-03-07,48.7069062902,16.0577227581,flowering,5,490.2918594360368,Bellis_perennis
2025-05-27,2025-03-07,48.70695024,16.05749227,flowering,5,490.2918594360368,Bellis_perennis
2025-05-26,2025-03-07,48.2109256058,16.2934079021,flowering,5,470.1207153320329,Bellis_perennis
2025-04-05,2025-03-07,52.2663493428,7.1763567071,flowering,5,100.26757354736378,Bellis_perennis
2025-05-26,2025-03-07,40.0238650128,-124.068230018,flowering,5,,Bellis_perennis
2025-05-26,2025-03-07,58.5212637452,31.2731124429,flowering,5,232.64953155517676,Bellis_perennis
2025-05-25,2025-03-07,38.6985168456,22.1422195433,flowering,5,374.5827651977555,Bellis_perennis
2025-05-26,2025-03-07,42.9066692,-76.5489833997,flowering,5,402.9597503662124,Bellis_perennis
2025-05-26,2025-03-07,38.0532345,-81.1040701997,flowering,5,716.7890991210954,Bellis_perennis
2025-05-24,2025-03-07,45.0763759201,-81.3025003407,flowering,5,120.32792816162193,Bellis_perennis
2025-05-26,2025-03-07,47.0556379338,15.4529974657,flowering,5,385.3827682495133,Bellis_perennis
2025-05-25,2025-03-07,38.7028097882,141.4131367651,flowering,5,449.3257965087906,Bellis_perennis
2025-05-26,2025-03-07,52.3994822605,4.9179303659,flowering,5,476.2780609130877,Bellis_perennis
2025-05-26,2025-03-07,47.5078889926,15.4482364566,flowering,5,267.8085632324233,Bellis_perennis
2025-05-26,2025-03-07,47.5080781032,15.4476800482,flowering,5,267.8085632324233,Bellis_perennis
2025-05-26,2025-03-07,46.9354149,13.1965225,flowering,5,25.78866577148472,Bellis_perennis
2025-05-26,2025-03-07,51.1040700647,12.6336701587,flowering,5,389.7000198364274,Bellis_perennis
2025-05-26,2025-03-07,48.75983502,15.95798343,flowering,5,454.3443847656266,Bellis_perennis
2025-05-26,2025-03-07,48.7596844641,15.9565462725,flowering,5,454.3443847656266,Bellis_perennis
2025-05-25,2025-03-07,61.8786277778,28.8542444444,flowering,5,98.53642883300849,Bellis_perennis
2025-05-25,2025-03-07,41.9492851362,14.03816666,flowering,5,202.74457397461072,Bellis_perennis
2025-05-25,2025-03-07,55.7155840583,11.7432639375,flowering,5,329.30493011474766,Bellis_perennis
2025-05-25,2025-03-07,54.8433333333,-1.4669444444,flowering,5,308.4617752075211,Bellis_perennis
2025-05-25,2025-03-07,50.11892,15.6057216667,flowering,5,410.3601303100602,Bellis_perennis
2025-05-25,2025-03-07,47.3518276085,21.6331079801,flowering,5,552.5226699829118,Bellis_perennis
2025-05-25,2025-03-07,39.93481522,32.83184544,flowering,5,569.4528045654313,Bellis_perennis
2025-05-24,2025-03-07,48.4135383333,-122.6485133333,flowering,5,354.768664550783,Bellis_perennis
2025-05-24,2025-03-07,38.558395,-121.4231116667,flowering,5,924.2848037719745,Bellis_perennis
2025-05-24,2025-03-07,47.3933330353,-123.115964812,flowering,5,437.16731414795095,Bellis_perennis
2025-05-20,2025-03-07,44.5138232106,-84.7502920032,flowering,5,254.88978729248151,Bellis_perennis
2025-05-23,2025-03-07,49.250662895,-122.9615767967,flowering,5,325.1776184082047,Bellis_perennis
2025-05-24,2025-03-07,48.9362638889,-125.5516222222,flowering,5,,Bellis_perennis
2025-05-24,2025-03-07,50.1098278333,8.671805,flowering,5,461.2205566406267,Bellis_perennis
2025-05-22,2025-03-07,55.8693787333,-4.2845170333,flowering,5,290.05157623291166,Bellis_perennis
2025-05-23,2025-03-07,54.7644491577,56.0124071262,flowering,5,312.3755813598643,Bellis_perennis
2025-05-24,2025-03-07,-37.2772318698,144.7352742141,flowering,5,786.6297210693377,Bellis_perennis
2025-05-23,2025-03-07,47.4871137358,-122.3106728053,flowering,5,427.0294891357439,Bellis_perennis
2025-05-23,2025-03-07,38.5434916667,-121.4994133333,flowering,5,910.8912322998063,Bellis_perennis
2025-05-12,2025-03-07,48.4222194444,-123.3770194444,flowering,5,,Bellis_perennis
2025-05-23,2025-03-07,43.0360412286,-78.8854784324,flowering,5,378.9591461181653,Bellis_perennis
2025-05-23,2025-03-07,37.7916219,-122.4289619,flowering,5,664.11586456299,Bellis_perennis
2025-05-23,2025-03-07,49.2260818333,8.8545618056,flowering,5,466.72547760009934,Bellis_perennis
2025-05-02,2025-03-07,41.1488222222,-8.6716972222,flowering,5,,Bellis_perennis
2025-05-22,2025-03-07,37.8045362245,-122.2155478274,flowering,5,698.3165924072283,Bellis_perennis
2025-05-09,2025-03-07,53.3437935194,-6.254571788,flowering,5,260.099240112306,Bellis_perennis
2025-05-23,2025-03-07,48.20440529,16.36013793,flowering,5,476.88255310058753,Bellis_perennis
2025-05-23,2025-03-07,52.2220566667,20.976555,flowering,5,379.3069915771499,Bellis_perennis
2025-05-23,2025-03-07,48.2041449457,16.3604561932,flowering,5,476.88255310058753,Bellis_perennis
2025-05-20,2025-03-07,47.6318333333,-122.31707,flowering,5,412.5054000854509,Bellis_perennis
2025-05-22,2025-03-07,49.326594445,-123.132969445,flowering,5,311.62783966064603,Bellis_perennis
2025-05-22,2025-03-07,49.2560133333,18.5337966667,flowering,5,274.04940338134907,Bellis_perennis
2025-05-20,2025-03-07,40.58133,-124.1373971667,flowering,5,406.10807037353686,Bellis_perennis
2025-05-22,2025-03-07,-43.5342253919,172.6283082739,flowering,5,646.654292297365,Bellis_perennis
2025-05-20,2025-03-07,38.7710269997,-9.0921546,flowering,5,756.9748382568376,Bellis_perennis
2025-05-21,2025-03-07,43.5630440498,1.4812697098,flowering,5,619.1238327026384,Bellis_perennis
2025-05-21,2025-03-07,52.30439,21.0141,flowering,5,353.5508239746108,Bellis_perennis
2025-05-21,2025-03-07,48.1346940286,16.2462716355,flowering,5,385.3683044433609,Bellis_perennis
2025-05-21,2025-03-07,50.297598,26.8621543,flowering,5,308.43369750976706,Bellis_perennis
2025-05-21,2025-03-07,48.759802193,15.9588842699,flowering,5,414.3194366455093,Bellis_perennis
