State_Name,Crop_Year,Season,Crop,Area,Production,Yeild,Rainfall
andhra pradesh,2012,kharif,Maize,5837.0,12830.0,2.1980469419222204,580.6
andhra pradesh,2012,kharif,Mango,12751.0,127051.0,9.964002823307975,580.6
andhra pradesh,2012,kharif,Moong(Green Gram),828.0,370.0,0.4468599033816425,580.6
andhra pradesh,2012,kharif,Onion,55.0,1050.0,19.09090909090909,580.6
andhra pradesh,2012,kharif,Papaya,95.0,10349.0,108.93684210526315,580.6
andhra pradesh,2012,kharif,Potato,27.0,475.0,17.59259259259259,580.6
andhra pradesh,2012,kharif,Ragi,21933.0,21692.0,0.989011991063694,580.6
andhra pradesh,2012,kharif,Rice,98718.0,141562.0,1.4340039303875687,580.6
andhra pradesh,2012,kharif,Sapota,54.0,713.0,13.203703703703704,580.6
andhra pradesh,2012,kharif,Sesamum,3931.0,763.0,0.19409819384380564,580.6
andhra pradesh,2012,kharif,Small millets,13405.0,7061.0,0.5267437523312197,580.6
andhra pradesh,2012,kharif,Sugarcane,37322.0,2071560.0,55.50506403729704,580.6
andhra pradesh,2012,kharif,Sweet potato,52.0,501.0,9.634615384615385,580.6
andhra pradesh,2012,kharif,Tapioca,125.0,2302.0,18.416,580.6
andhra pradesh,2012,kharif,Tobacco,355.0,922.0,2.5971830985915494,580.6
andhra pradesh,2012,kharif,Tomato,555.0,12116.0,21.83063063063063,580.6
andhra pradesh,2012,kharif,Turmeric,2500.0,8380.0,3.352,580.6
andhra pradesh,2012,kharif,Urad,1024.0,574.0,0.560546875,580.6
andhra pradesh,2012,rabi,Arhar/Tur,40.0,13.0,0.325,345.9
andhra pradesh,2012,rabi,Brinjal,633.0,5341.0,8.437598736176936,345.9
andhra pradesh,2012,rabi,Cabbage,66.0,1738.0,26.333333333333332,345.9
andhra pradesh,2012,rabi,Cowpea(Lobia),526.0,481.0,0.9144486692015209,345.9
andhra pradesh,2012,rabi,Dry chillies,1003.0,2121.0,2.1146560319042873,345.9
andhra pradesh,2012,rabi,Gram,43.0,78.0,1.813953488372093,345.9
andhra pradesh,2012,rabi,Groundnut,904.0,2197.0,2.4303097345132745,345.9
andhra pradesh,2012,rabi,Horse-gram,1637.0,1007.0,0.615149664019548,345.9
andhra pradesh,2012,rabi,Jowar,6.0,24.0,4.0,345.9
andhra pradesh,2012,rabi,Maize,1126.0,7979.0,7.086145648312611,345.9
andhra pradesh,2012,rabi,Moong(Green Gram),3711.0,2505.0,0.6750202101859337,345.9
andhra pradesh,2012,rabi,Niger seed,8255.0,5803.0,0.7029678982434888,345.9
andhra pradesh,2012,rabi,Onion,123.0,2707.0,22.008130081300813,345.9
andhra pradesh,2012,rabi,Ragi,276.0,394.0,1.4275362318840579,345.9
andhra pradesh,2012,rabi,Rice,5046.0,10274.0,2.036068172810147,345.9
andhra pradesh,2012,rabi,Sesamum,2385.0,878.0,0.3681341719077568,345.9
andhra pradesh,2012,rabi,Sunflower,527.0,510.0,0.967741935483871,345.9
andhra pradesh,2012,rabi,Sweet potato,61.0,587.0,9.62295081967213,345.9
andhra pradesh,2012,rabi,Tobacco,115.0,260.0,2.260869565217391,345.9
andhra pradesh,2012,rabi,Tomato,793.0,5833.0,7.355611601513241,345.9
andhra pradesh,2012,rabi,Urad,5183.0,4876.0,0.9407678950414817,345.9
andhra pradesh,2012,whole year,Coconut ,6116.0,99838000.0,16324.068018312622,1016.7
andhra pradesh,2013,kharif,Arhar/Tur,1806.0,619.0,0.3427464008859358,494.0
andhra pradesh,2013,kharif,Bajra,3179.0,2190.0,0.6888958792072979,494.0
andhra pradesh,2013,kharif,Brinjal,852.0,5384.0,6.31924882629108,494.0
andhra pradesh,2013,kharif,Cabbage,180.0,3379.0,18.772222222222222,494.0
andhra pradesh,2013,kharif,Cashewnut,32321.0,9599.0,0.29698957334240894,494.0
andhra pradesh,2013,kharif,Cotton(lint),2798.0,8196.0,2.9292351679771267,494.0
andhra pradesh,2013,kharif,Cowpea(Lobia),391.0,203.0,0.5191815856777494,494.0
andhra pradesh,2013,kharif,Dry chillies,378.0,1833.0,4.849206349206349,494.0
andhra pradesh,2013,kharif,Dry ginger,263.0,740.0,2.8136882129277567,494.0
andhra pradesh,2013,kharif,Groundnut,1778.0,1963.0,1.1040494938132734,494.0
andhra pradesh,2013,kharif,Horse-gram,46.0,27.0,0.5869565217391305,494.0
andhra pradesh,2013,kharif,Jowar,551.0,963.0,1.747731397459165,494.0
andhra pradesh,2013,kharif,Lemon,8.0,64.0,8.0,494.0
andhra pradesh,2013,kharif,Maize,5988.0,7820.0,1.305945223780895,494.0
andhra pradesh,2013,kharif,Mango,13390.0,153771.0,11.48401792382375,494.0
andhra pradesh,2013,kharif,Moong(Green Gram),990.0,407.0,0.4111111111111111,494.0
andhra pradesh,2013,kharif,Niger seed,21.0,11.0,0.5238095238095238,494.0
andhra pradesh,2013,kharif,Onion,63.0,1186.0,18.825396825396826,494.0
andhra pradesh,2013,kharif,Papaya,98.0,9594.0,97.89795918367346,494.0
andhra pradesh,2013,kharif,Ragi,22786.0,19300.0,0.8470113227420346,494.0
andhra pradesh,2013,kharif,Rice,98637.0,171530.0,1.7390026055131442,494.0
andhra pradesh,2013,kharif,Sapota,37.0,348.0,9.405405405405405,494.0
andhra pradesh,2013,kharif,Sesamum,2967.0,751.0,0.25311762723289516,494.0
andhra pradesh,2013,kharif,Small millets,12290.0,6582.0,0.5355573637103336,494.0
andhra pradesh,2013,kharif,Sugarcane,37603.0,2103656.0,55.9438342685424,494.0
andhra pradesh,2013,kharif,Sunflower,4.0,3.0,0.75,494.0
andhra pradesh,2013,kharif,Sweet potato,45.0,395.0,8.777777777777779,494.0
andhra pradesh,2013,kharif,Tapioca,89.0,1639.0,18.415730337078653,494.0
andhra pradesh,2013,kharif,Tobacco,331.0,1032.0,3.117824773413897,494.0
andhra pradesh,2013,kharif,Tomato,592.0,10584.0,17.87837837837838,494.0
andhra pradesh,2013,kharif,Turmeric,2910.0,8203.0,2.818900343642612,494.0
andhra pradesh,2013,kharif,Urad,1187.0,647.0,0.5450716090985678,494.0
andhra pradesh,2013,rabi,Arhar/Tur,22.0,8.0,0.36363636363636365,338.95
andhra pradesh,2013,rabi,Brinjal,635.0,4013.0,6.3196850393700785,338.95
andhra pradesh,2013,rabi,Cabbage,97.0,1821.0,18.77319587628866,338.95
andhra pradesh,2013,rabi,Cowpea(Lobia),467.0,382.0,0.8179871520342612,338.95
andhra pradesh,2013,rabi,Dry chillies,735.0,1420.0,1.9319727891156462,338.95
andhra pradesh,2013,rabi,Gram,81.0,156.0,1.9259259259259258,338.95
andhra pradesh,2013,rabi,Groundnut,810.0,2092.0,2.582716049382716,338.95
andhra pradesh,2013,rabi,Horse-gram,1019.0,500.0,0.49067713444553485,338.95
andhra pradesh,2013,rabi,Jowar,12.0,55.0,4.583333333333333,338.95
andhra pradesh,2013,rabi,Maize,1248.0,9303.0,7.454326923076923,338.95
andhra pradesh,2013,rabi,Moong(Green Gram),4015.0,2509.0,0.624906600249066,338.95
andhra pradesh,2013,rabi,Niger seed,8691.0,4441.0,0.5109883787826487,338.95
andhra pradesh,2013,rabi,Onion,161.0,2981.0,18.51552795031056,338.95
andhra pradesh,2013,rabi,Ragi,308.0,442.0,1.4350649350649352,338.95
andhra pradesh,2013,rabi,Rice,6759.0,13126.0,1.9420032549193669,338.95
andhra pradesh,2013,rabi,Sesamum,3624.0,776.0,0.2141280353200883,338.95
andhra pradesh,2013,rabi,Sunflower,246.0,275.0,1.1178861788617886,338.95
andhra pradesh,2013,rabi,Sweet potato,52.0,456.0,8.76923076923077,338.95
andhra pradesh,2013,rabi,Tobacco,106.0,372.0,3.509433962264151,338.95
andhra pradesh,2013,rabi,Tomato,937.0,8857.0,9.452508004268944,338.95
andhra pradesh,2013,rabi,Urad,7385.0,5805.0,0.7860528097494922,338.95
andhra pradesh,2013,whole year,Banana,1409.0,27661.0,19.631653655074523,941.55
andhra pradesh,2013,whole year,Cashewnut,32321.0,9599.0,0.29698957334240894,941.55
andhra pradesh,2013,whole year,Coconut ,5999.0,76721000.0,12788.964827471245,941.55
andhra pradesh,2013,whole year,Dry ginger,263.0,740.0,2.8136882129277567,941.55
andhra pradesh,2013,whole year,Potato,53.0,762.0,14.377358490566039,941.55
andhra pradesh,2013,whole year,Sweet potato,97.0,851.0,8.77319587628866,941.55
andhra pradesh,2014,kharif,Arhar/Tur,1965.0,364.0,0.1852417302798982,425.6
andhra pradesh,2014,kharif,Bajra,2395.0,2170.0,0.906054279749478,425.6
andhra pradesh,2014,kharif,Brinjal,964.0,4619.0,4.79149377593361,425.6
andhra pradesh,2014,kharif,Cabbage,143.0,120.0,0.8391608391608392,425.6
andhra pradesh,2014,kharif,Cashewnut,29367.0,5638.0,0.19198419995232743,425.6
andhra pradesh,2014,kharif,Castor seed,3.0,2.0,0.6666666666666666,425.6
andhra pradesh,2014,kharif,Cotton(lint),2840.0,12510.0,4.404929577464789,425.6
andhra pradesh,2014,kharif,Cowpea(Lobia),415.0,116.0,0.27951807228915665,425.6
andhra pradesh,2014,kharif,Dry chillies,394.0,2267.0,5.753807106598985,425.6
andhra pradesh,2014,kharif,Dry ginger,285.0,719.0,2.5228070175438595,425.6
andhra pradesh,2014,kharif,Groundnut,1383.0,1481.0,1.0708604483007953,425.6
andhra pradesh,2014,kharif,Jowar,392.0,583.0,1.4872448979591837,425.6
andhra pradesh,2014,kharif,Lemon,5.0,31.0,6.2,425.6
andhra pradesh,2014,kharif,Maize,5894.0,9224.0,1.5649813369528334,425.6
andhra pradesh,2014,kharif,Mango,13528.0,37229.0,2.751995860437611,425.6
andhra pradesh,2014,kharif,Moong(Green Gram),1008.0,676.0,0.6706349206349206,425.6
andhra pradesh,2014,kharif,Onion,61.0,1120.0,18.360655737704917,425.6
andhra pradesh,2014,kharif,Papaya,91.0,7164.0,78.72527472527473,425.6
andhra pradesh,2014,kharif,Potato,24.0,415.0,17.291666666666668,425.6
andhra pradesh,2014,kharif,Ragi,20880.0,19982.0,0.956992337164751,425.6
andhra pradesh,2014,kharif,Rice,98190.0,159755.0,1.6269986760362563,425.6
andhra pradesh,2014,kharif,Sapota,85.0,711.0,8.364705882352942,425.6
andhra pradesh,2014,kharif,Sesamum,4039.0,1034.0,0.2560039613765784,425.6
andhra pradesh,2014,kharif,Small millets,9627.0,5426.0,0.5636231432429625,425.6
andhra pradesh,2014,kharif,Sugarcane,37535.0,1814054.0,48.329665645397625,425.6
andhra pradesh,2014,kharif,Sunflower,10.0,12.0,1.2,425.6
andhra pradesh,2014,kharif,Tobacco,248.0,774.0,3.120967741935484,425.6
andhra pradesh,2014,kharif,Tomato,507.0,7289.0,14.3767258382643,425.6
andhra pradesh,2014,kharif,Turmeric,2940.0,8270.0,2.812925170068027,425.6
andhra pradesh,2014,kharif,Urad,959.0,636.0,0.6631908237747653,425.6
andhra pradesh,2014,rabi,Arhar/Tur,4.0,1.0,0.25,190.45
andhra pradesh,2014,rabi,Brinjal,737.0,3531.0,4.791044776119403,190.45
andhra pradesh,2014,rabi,Cabbage,88.0,74.0,0.8409090909090909,190.45
andhra pradesh,2014,rabi,Cowpea(Lobia),374.0,117.0,0.31283422459893045,190.45
andhra pradesh,2014,rabi,Dry chillies,601.0,1316.0,2.189683860232945,190.45
andhra pradesh,2014,rabi,Gram,87.0,168.0,1.9310344827586208,190.45
andhra pradesh,2014,rabi,Groundnut,742.0,2413.0,3.252021563342318,190.45
andhra pradesh,2014,rabi,Horse-gram,1146.0,547.0,0.47731239092495636,190.45
andhra pradesh,2014,rabi,Jowar,6.0,27.0,4.5,190.45
andhra pradesh,2014,rabi,Maize,1297.0,10411.0,8.02698535080956,190.45
andhra pradesh,2014,rabi,Moong(Green Gram),3670.0,3009.0,0.8198910081743869,190.45
andhra pradesh,2014,rabi,Niger seed,7336.0,2355.0,0.32101962922573607,190.45
andhra pradesh,2014,rabi,Onion,138.0,2438.0,17.666666666666668,190.45
andhra pradesh,2014,rabi,Potato,27.0,467.0,17.296296296296298,190.45
andhra pradesh,2014,rabi,Ragi,241.0,359.0,1.4896265560165975,190.45
andhra pradesh,2014,rabi,Rice,7238.0,18052.0,2.4940591323570045,190.45
andhra pradesh,2014,rabi,Sesamum,3227.0,597.0,0.18500154942671213,190.45
andhra pradesh,2014,rabi,Sunflower,186.0,179.0,0.9623655913978495,190.45
andhra pradesh,2014,rabi,Sweet potato,48.0,529.0,11.020833333333334,190.45
andhra pradesh,2014,rabi,Tobacco,113.0,340.0,3.0088495575221237,190.45
andhra pradesh,2014,rabi,Tomato,975.0,13210.0,13.548717948717949,190.45
andhra pradesh,2014,rabi,Turmeric,3.0,8.0,2.6666666666666665,190.45
andhra pradesh,2014,rabi,Urad,6257.0,3322.0,0.5309253635927761,190.45
andhra pradesh,2014,whole year,Coconut ,7416.0,160779000.0,21680.016181229774,713.3499999999999
andhra pradesh,2014,whole year,Rice,105428.0,177807.0,1.6865254012216868,713.3499999999999
andhra pradesh,1997,kharif,Arhar/Tur,1600.0,400.0,0.25,532.6
andhra pradesh,1997,kharif,Bajra,4500.0,4600.0,1.0222222222222221,532.6
andhra pradesh,1997,kharif,Cotton(lint),4200.0,10100.0,2.4047619047619047,532.6
andhra pradesh,1997,kharif,Dry chillies,300.0,900.0,3.0,532.6
andhra pradesh,1997,kharif,Groundnut,63800.0,55200.0,0.8652037617554859,532.6
andhra pradesh,1997,kharif,Jowar,600.0,300.0,0.5,532.6
andhra pradesh,1997,kharif,Korra,800.0,700.0,0.875,532.6
andhra pradesh,1997,kharif,Maize,500.0,800.0,1.6,532.6
andhra pradesh,1997,kharif,Mesta,60300.0,390200.0,6.470978441127695,532.6
andhra pradesh,1997,kharif,Moong(Green Gram),500.0,200.0,0.4,532.6
andhra pradesh,1997,kharif,Ragi,10000.0,11700.0,1.17,532.6
andhra pradesh,1997,kharif,Rice,130500.0,185600.0,1.4222222222222223,532.6
andhra pradesh,1997,kharif,Samai,2000.0,1200.0,0.6,532.6
andhra pradesh,1997,kharif,Sesamum,7300.0,1700.0,0.2328767123287671,532.6
andhra pradesh,1997,kharif,Small millets,1000.0,100.0,0.1,532.6
andhra pradesh,1997,kharif,Sugarcane,10000.0,601100.0,60.11,532.6
andhra pradesh,1997,kharif,Tobacco,1500.0,2300.0,1.5333333333333334,532.6
andhra pradesh,1997,kharif,Urad,500.0,100.0,0.2,532.6
andhra pradesh,1997,rabi,Dry chillies,3300.0,5700.0,1.7272727272727273,254.45
andhra pradesh,1997,rabi,Gram,100.0,100.0,1.0,254.45
andhra pradesh,1997,rabi,Groundnut,6300.0,7600.0,1.2063492063492063,254.45
andhra pradesh,1997,rabi,Horse-gram,38700.0,14500.0,0.37467700258397935,254.45
andhra pradesh,1997,rabi,Jowar,200.0,300.0,1.5,254.45
andhra pradesh,1997,rabi,Maize,1800.0,6800.0,3.7777777777777777,254.45
andhra pradesh,1997,rabi,Moong(Green Gram),20800.0,4100.0,0.1971153846153846,254.45
andhra pradesh,1997,rabi,Ragi,2300.0,3500.0,1.5217391304347827,254.45
andhra pradesh,1997,rabi,Rice,1000.0,3200.0,3.2,254.45
andhra pradesh,1997,rabi,Sesamum,17200.0,1600.0,0.09302325581395349,254.45
andhra pradesh,1997,rabi,Urad,11100.0,5300.0,0.4774774774774775,254.45
andhra pradesh,1998,kharif,Arhar/Tur,1500.0,900.0,0.6,702.05
andhra pradesh,1998,kharif,Bajra,4100.0,5400.0,1.3170731707317074,702.05
andhra pradesh,1998,kharif,Cotton(lint),13200.0,10400.0,0.7878787878787878,702.05
andhra pradesh,1998,kharif,Dry chillies,300.0,900.0,3.0,702.05
andhra pradesh,1998,kharif,Groundnut,62300.0,56700.0,0.9101123595505618,702.05
andhra pradesh,1998,kharif,Jowar,600.0,200.0,0.3333333333333333,702.05
andhra pradesh,1998,kharif,Korra,800.0,600.0,0.75,702.05
andhra pradesh,1998,kharif,Maize,800.0,1700.0,2.125,702.05
andhra pradesh,1998,kharif,Mesta,49800.0,382200.0,7.674698795180723,702.05
andhra pradesh,1998,kharif,Moong(Green Gram),600.0,400.0,0.6666666666666666,702.05
andhra pradesh,1998,kharif,Ragi,9200.0,12500.0,1.358695652173913,702.05
andhra pradesh,1998,kharif,Rice,133000.0,295600.0,2.2225563909774437,702.05
andhra pradesh,1998,kharif,Samai,1900.0,1100.0,0.5789473684210527,702.05
andhra pradesh,1998,kharif,Sesamum,5600.0,1000.0,0.17857142857142858,702.05
andhra pradesh,1998,kharif,Small millets,2700.0,1800.0,0.6666666666666666,702.05
andhra pradesh,1998,kharif,Urad,600.0,400.0,0.6666666666666666,702.05
andhra pradesh,1998,rabi,Dry chillies,3100.0,6500.0,2.096774193548387,319.9
andhra pradesh,1998,rabi,Gram,100.0,300.0,3.0,319.9
andhra pradesh,1998,rabi,Groundnut,6500.0,6400.0,0.9846153846153847,319.9
andhra pradesh,1998,rabi,Horse-gram,37200.0,7100.0,0.19086021505376344,319.9
andhra pradesh,1998,rabi,Maize,1600.0,7900.0,4.9375,319.9
andhra pradesh,1998,rabi,Moong(Green Gram),18700.0,4400.0,0.23529411764705882,319.9
andhra pradesh,1998,rabi,Ragi,2600.0,5700.0,2.1923076923076925,319.9
andhra pradesh,1998,rabi,Rice,3600.0,13300.0,3.6944444444444446,319.9
andhra pradesh,1998,rabi,Sesamum,15500.0,1500.0,0.0967741935483871,319.9
andhra pradesh,1998,rabi,Urad,11000.0,7200.0,0.6545454545454545,319.9
andhra pradesh,1998,whole year,Sugarcane,11600.0,720800.0,62.13793103448276,1129.45
andhra pradesh,1998,whole year,Tobacco,2000.0,3400.0,1.7,1129.45
andhra pradesh,1999,kharif,Bajra,3910.0,3715.0,0.9501278772378516,411.75
andhra pradesh,1999,kharif,Castor seed,3.0,1.0,0.3333333333333333,411.75
andhra pradesh,1999,kharif,Cotton(lint),10494.0,17346.0,1.6529445397369926,411.75
andhra pradesh,1999,kharif,Groundnut,67553.0,69107.0,1.0230041596968307,411.75
andhra pradesh,1999,kharif,Jowar,361.0,92.0,0.2548476454293629,411.75
andhra pradesh,1999,kharif,Maize,908.0,2580.0,2.841409691629956,411.75
andhra pradesh,1999,kharif,Masoor,1488.0,638.0,0.42876344086021506,411.75
andhra pradesh,1999,kharif,Moong(Green Gram),379.0,269.0,0.7097625329815304,411.75
andhra pradesh,1999,kharif,Niger seed,473.0,182.0,0.38477801268498946,411.75
andhra pradesh,1999,kharif,Ragi,8439.0,9342.0,1.1070031994312122,411.75
andhra pradesh,1999,kharif,Rice,132185.0,250846.0,1.897688845179105,411.75
andhra pradesh,1999,kharif,Sesamum,17449.0,2408.0,0.13800217777523066,411.75
andhra pradesh,1999,kharif,Urad,406.0,248.0,0.6108374384236454,411.75
andhra pradesh,1999,rabi,Gram,97.0,108.0,1.1134020618556701,182.14999999999998
andhra pradesh,1999,rabi,Groundnut,5876.0,8444.0,1.4370319945541183,182.14999999999998
andhra pradesh,1999,rabi,Horse-gram,35591.0,13560.0,0.3809951954145711,182.14999999999998
andhra pradesh,1999,rabi,Jowar,34.0,14.0,0.4117647058823529,182.14999999999998
andhra pradesh,1999,rabi,Linseed,473.0,182.0,0.38477801268498946,182.14999999999998
andhra pradesh,1999,rabi,Maize,2217.0,10732.0,4.840775823184484,182.14999999999998
andhra pradesh,1999,rabi,Moong(Green Gram),19456.0,6323.0,0.32498972039473684,182.14999999999998
andhra pradesh,1999,rabi,Ragi,2265.0,4129.0,1.8229580573951434,182.14999999999998
andhra pradesh,1999,rabi,Rice,1985.0,6943.0,3.4977329974811084,182.14999999999998
andhra pradesh,1999,rabi,Sesamum,4462.0,1151.0,0.25795607350963695,182.14999999999998
andhra pradesh,1999,rabi,Urad,10854.0,7174.0,0.6609544868251336,182.14999999999998
andhra pradesh,1999,whole year,Dry chillies,3223.0,5320.0,1.6506360533664288,681.1500000000001
andhra pradesh,1999,whole year,Onion,555.0,9081.0,16.36216216216216,681.1500000000001
andhra pradesh,1999,whole year,Sugarcane,11231.0,793278.0,70.63289110497729,681.1500000000001
andhra pradesh,1999,whole year,Tobacco,296.0,297.0,1.0033783783783783,681.1500000000001
andhra pradesh,2000,kharif,Arhar/Tur,1304.0,722.0,0.553680981595092,650.3499999999999
andhra pradesh,2000,kharif,Bajra,3619.0,4082.0,1.1279358938933406,650.3499999999999
andhra pradesh,2000,kharif,Castor seed,2.0,1.0,0.5,650.3499999999999
andhra pradesh,2000,kharif,Cotton(lint),9874.0,18644.0,1.8881912092363784,650.3499999999999
andhra pradesh,2000,kharif,Dry chillies,305.0,842.0,2.760655737704918,650.3499999999999
andhra pradesh,2000,kharif,Groundnut,55657.0,52540.0,0.9439962628240832,650.3499999999999
andhra pradesh,2000,kharif,Jowar,541.0,201.0,0.37153419593345655,650.3499999999999
andhra pradesh,2000,kharif,Korra,808.0,772.0,0.9554455445544554,650.3499999999999
andhra pradesh,2000,kharif,Maize,1475.0,3841.0,2.6040677966101695,650.3499999999999
andhra pradesh,2000,kharif,Mesta,58199.0,539957.0,9.277771095723294,650.3499999999999
andhra pradesh,2000,kharif,Moong(Green Gram),497.0,221.0,0.44466800804828976,650.3499999999999
andhra pradesh,2000,kharif,Niger seed,510.0,252.0,0.49411764705882355,650.3499999999999
andhra pradesh,2000,kharif,Onion,107.0,1493.0,13.953271028037383,650.3499999999999
andhra pradesh,2000,kharif,Ragi,8461.0,8571.0,1.0130008273253752,650.3499999999999
andhra pradesh,2000,kharif,Rice,129907.0,214347.0,1.6500034640165657,650.3499999999999
andhra pradesh,2000,kharif,Samai,3614.0,2330.0,0.6447149972329829,650.3499999999999
andhra pradesh,2000,kharif,Sesamum,24814.0,6675.0,0.2690013701942452,650.3499999999999
andhra pradesh,2000,kharif,Small millets,4422.0,3102.0,0.7014925373134329,650.3499999999999
andhra pradesh,2000,kharif,Urad,329.0,19.0,0.057750759878419454,650.3499999999999
andhra pradesh,2000,rabi,Dry chillies,2409.0,4970.0,2.063096720630967,150.85
andhra pradesh,2000,rabi,Gram,71.0,169.0,2.380281690140845,150.85
andhra pradesh,2000,rabi,Groundnut,4604.0,2868.0,0.6229365768896612,150.85
andhra pradesh,2000,rabi,Horse-gram,25968.0,2934.0,0.11298521256931608,150.85
andhra pradesh,2000,rabi,Jowar,17.0,15.0,0.8823529411764706,150.85
andhra pradesh,2000,rabi,Maize,1810.0,9745.0,5.383977900552487,150.85
andhra pradesh,2000,rabi,Moong(Green Gram),14573.0,6470.0,0.4439717285390791,150.85
andhra pradesh,2000,rabi,Onion,421.0,7401.0,17.57957244655582,150.85
andhra pradesh,2000,rabi,Ragi,1544.0,2327.0,1.5071243523316062,150.85
andhra pradesh,2000,rabi,Rice,2163.0,5996.0,2.7720758206195097,150.85
andhra pradesh,2000,rabi,Sesamum,3589.0,725.0,0.20200612984118138,150.85
andhra pradesh,2000,rabi,Urad,7099.0,5708.0,0.8040569094238625,150.85
andhra pradesh,2000,whole year,Banana,5985.0,59183.0,9.888554720133667,931.8
andhra pradesh,2000,whole year,Cashewnut,8266.0,1801.0,0.21788047423179288,931.8
andhra pradesh,2000,whole year,Coconut ,2962.0,31704750.0,10703.831870357866,931.8
andhra pradesh,2000,whole year,Sugarcane,10184.0,750054.0,73.65023566378633,931.8
andhra pradesh,2000,whole year,Sweet potato,53.0,716.0,13.50943396226415,931.8
andhra pradesh,2000,whole year,Tapioca,203.0,1567.0,7.719211822660099,931.8
andhra pradesh,2000,whole year,Tobacco,1709.0,3987.0,2.3329432416617903,931.8
andhra pradesh,2000,whole year,Turmeric,33.0,148.0,4.484848484848484,931.8
andhra pradesh,2001,kharif,Arhar/Tur,1313.0,765.0,0.5826351865955827,491.75
andhra pradesh,2001,kharif,Bajra,2724.0,2956.0,1.0851688693098385,491.75
andhra pradesh,2001,kharif,Cotton(lint),15639.0,40845.0,2.611739881066564,491.75
andhra pradesh,2001,kharif,Dry chillies,228.0,826.0,3.6228070175438596,491.75
andhra pradesh,2001,kharif,Groundnut,46758.0,36986.0,0.7910090251935498,491.75
andhra pradesh,2001,kharif,Jowar,376.0,215.0,0.5718085106382979,491.75
andhra pradesh,2001,kharif,Korra,701.0,526.0,0.7503566333808844,491.75
andhra pradesh,2001,kharif,Maize,1311.0,3504.0,2.6727688787185353,491.75
andhra pradesh,2001,kharif,Mesta,59501.0,541459.0,9.099998319355977,491.75
andhra pradesh,2001,kharif,Moong(Green Gram),369.0,178.0,0.4823848238482385,491.75
andhra pradesh,2001,kharif,Niger seed,408.0,161.0,0.3946078431372549,491.75
andhra pradesh,2001,kharif,Onion,112.0,1554.0,13.875,491.75
andhra pradesh,2001,kharif,Ragi,6914.0,6478.0,0.9369395429563205,491.75
andhra pradesh,2001,kharif,Rice,106296.0,199624.0,1.8780010536614735,491.75
andhra pradesh,2001,kharif,Samai,3520.0,1688.0,0.47954545454545455,491.75
andhra pradesh,2001,kharif,Sesamum,24350.0,4261.0,0.17498973305954826,491.75
andhra pradesh,2001,kharif,Small millets,4221.0,2214.0,0.5245202558635395,491.75
andhra pradesh,2001,kharif,Urad,310.0,112.0,0.36129032258064514,491.75
andhra pradesh,2001,rabi,Dry chillies,2341.0,3722.0,1.5899188381033746,355.15
andhra pradesh,2001,rabi,Gram,61.0,114.0,1.8688524590163935,355.15
andhra pradesh,2001,rabi,Groundnut,4688.0,5968.0,1.273037542662116,355.15
andhra pradesh,2001,rabi,Horse-gram,26871.0,12925.0,0.48100182352722265,355.15
andhra pradesh,2001,rabi,Jowar,56.0,41.0,0.7321428571428571,355.15
andhra pradesh,2001,rabi,Maize,3302.0,21374.0,6.4730466384009695,355.15
andhra pradesh,2001,rabi,Moong(Green Gram),19742.0,6989.0,0.35401681693850673,355.15
andhra pradesh,2001,rabi,Onion,408.0,6453.0,15.816176470588236,355.15
andhra pradesh,2001,rabi,Ragi,2172.0,3892.0,1.7918968692449355,355.15
andhra pradesh,2001,rabi,Rice,3864.0,10085.0,2.6099896480331264,355.15
andhra pradesh,2001,rabi,Sesamum,5277.0,1409.0,0.26700776956604133,355.15
andhra pradesh,2001,rabi,Urad,12038.0,4683.0,0.38901810932048514,355.15
andhra pradesh,2001,whole year,Banana,6173.0,77495.0,12.553863599546412,966.9
andhra pradesh,2001,whole year,Cashewnut,9138.0,2512.0,0.274896038520464,966.9
andhra pradesh,2001,whole year,Coconut ,3102.0,34298640.0,11056.943907156674,966.9
andhra pradesh,2001,whole year,Sugarcane,10614.0,732143.0,68.97899001319013,966.9
andhra pradesh,2001,whole year,Sweet potato,54.0,717.0,13.277777777777779,966.9
andhra pradesh,2001,whole year,Tapioca,182.0,1506.0,8.274725274725276,966.9
andhra pradesh,2001,whole year,Tobacco,1658.0,2694.0,1.6248492159227985,966.9
andhra pradesh,2001,whole year,Turmeric,33.0,143.0,4.333333333333333,966.9
andhra pradesh,2002,kharif,Arhar/Tur,1587.0,555.0,0.3497164461247637,358.3
andhra pradesh,2002,kharif,Bajra,3090.0,2735.0,0.8851132686084142,358.3
andhra pradesh,2002,kharif,Cotton(lint),12397.0,22023.0,1.7764781802048883,358.3
andhra pradesh,2002,kharif,Dry chillies,300.0,593.0,1.9766666666666666,358.3
andhra pradesh,2002,kharif,Groundnut,36766.0,29082.0,0.7910025567100039,358.3
andhra pradesh,2002,kharif,Jowar,376.0,125.0,0.3324468085106383,358.3
andhra pradesh,2002,kharif,Korra,1000.0,1000.0,1.0,358.3
andhra pradesh,2002,kharif,Maize,1990.0,1928.0,0.9688442211055276,358.3
andhra pradesh,2002,kharif,Mesta,61520.0,502413.0,8.166661248374512,358.3
andhra pradesh,2002,kharif,Moong(Green Gram),513.0,77.0,0.15009746588693956,358.3
andhra pradesh,2002,kharif,Niger seed,464.0,232.0,0.5,358.3
