State_Name,Crop_Year,Season,Crop,Area,Production,Yeild,Rainfall
maharashtra,2007,kharif,Arhar/Tur,146.0,79.0,0.541095890410959,1554.725
maharashtra,2007,kharif,Bajra,2326.0,1741.0,0.7484952708512468,1554.725
maharashtra,2007,kharif,Castor seed,4.0,1.0,0.25,1554.725
maharashtra,2007,kharif,Cotton(lint),400.0,821.0,2.0525,1554.725
maharashtra,2007,kharif,Groundnut,61.0,54.0,0.8852459016393442,1554.725
maharashtra,2007,kharif,Jowar,1.0,1.0,1.0,1554.725
maharashtra,2007,kharif,Maize,236.0,735.0,3.114406779661017,1554.725
maharashtra,2007,kharif,Moong(Green Gram),210.0,144.0,0.6857142857142857,1554.725
maharashtra,2007,kharif,Ragi,26.0,23.0,0.8846153846153846,1554.725
maharashtra,2007,kharif,Rice,86.0,102.0,1.186046511627907,1554.725
maharashtra,2007,kharif,Sesamum,8.0,3.0,0.375,1554.725
maharashtra,2007,kharif,Soyabean,554.0,845.0,1.5252707581227436,1554.725
maharashtra,2007,kharif,Sunflower,94.0,69.0,0.7340425531914894,1554.725
maharashtra,2007,kharif,Urad,93.0,36.0,0.3870967741935484,1554.725
maharashtra,2007,rabi,Gram,873.0,603.0,0.6907216494845361,26.825000000000003
maharashtra,2007,rabi,Jowar,5034.0,2840.0,0.5641636869288836,26.825000000000003
maharashtra,2007,rabi,Linseed,11.0,3.0,0.2727272727272727,26.825000000000003
maharashtra,2007,rabi,Maize,125.0,274.0,2.192,26.825000000000003
maharashtra,2007,rabi,Rapeseed &Mustard,2.0,1.0,0.5,26.825000000000003
maharashtra,2007,rabi,Safflower,146.0,87.0,0.5958904109589042,26.825000000000003
maharashtra,2007,rabi,Sesamum,1.0,1.0,1.0,26.825000000000003
maharashtra,2007,rabi,Sunflower,25.0,29.0,1.16,26.825000000000003
maharashtra,2007,rabi,Wheat,1309.0,2711.0,2.071046600458365,26.825000000000003
maharashtra,2007,summer,Groundnut,26.0,40.0,1.5384615384615385,15.275
maharashtra,2007,summer,Maize,11.0,16.0,1.4545454545454546,15.275
maharashtra,2007,summer,Sunflower,1.0,1.0,1.0,15.275
maharashtra,2007,whole year,Sugarcane,1333.0,103974.0,78.0,1597.625
maharashtra,2008,kharif,Arhar/Tur,2700.0,1200.0,0.4444444444444444,1297.775
maharashtra,2008,kharif,Bajra,128200.0,92400.0,0.7207488299531981,1297.775
maharashtra,2008,kharif,Castor seed,100.0,25.0,0.25,1297.775
maharashtra,2008,kharif,Cotton(lint),59300.0,93300.0,1.5733558178752107,1297.775
maharashtra,2008,kharif,Groundnut,2600.0,2200.0,0.8461538461538461,1297.775
maharashtra,2008,kharif,Jowar,100.0,100.0,1.0,1297.775
maharashtra,2008,kharif,Maize,22100.0,69500.0,3.1447963800904977,1297.775
maharashtra,2008,kharif,Moong(Green Gram),600.0,100.0,0.16666666666666666,1297.775
maharashtra,2008,kharif,Niger seed,1400.0,400.0,0.2857142857142857,1297.775
maharashtra,2008,kharif,Ragi,2600.0,2600.0,1.0,1297.775
maharashtra,2008,kharif,Rice,9300.0,9100.0,0.978494623655914,1297.775
maharashtra,2008,kharif,Sesamum,100.0,100.0,1.0,1297.775
maharashtra,2008,kharif,Soyabean,55500.0,40100.0,0.7225225225225225,1297.775
maharashtra,2008,kharif,Sugarcane,77500.0,5564800.0,71.80387096774193,1297.775
maharashtra,2008,kharif,Sunflower,3900.0,2100.0,0.5384615384615384,1297.775
maharashtra,2008,kharif,Urad,600.0,200.0,0.3333333333333333,1297.775
maharashtra,2008,rabi,Gram,90500.0,65700.0,0.7259668508287292,45.325
maharashtra,2008,rabi,Jowar,507200.0,327800.0,0.6462933753943217,45.325
maharashtra,2008,rabi,Linseed,600.0,100.0,0.16666666666666666,45.325
maharashtra,2008,rabi,Maize,102.0,280.0,2.7450980392156863,45.325
maharashtra,2008,rabi,Rapeseed &Mustard,100.0,10.0,0.1,45.325
maharashtra,2008,rabi,Safflower,11100.0,7000.0,0.6306306306306306,45.325
maharashtra,2008,rabi,Sesamum,100.0,100.0,1.0,45.325
maharashtra,2008,rabi,Sunflower,2500.0,1700.0,0.68,45.325
maharashtra,2008,rabi,Wheat,138200.0,219200.0,1.5861070911722142,45.325
maharashtra,2008,whole year,Sugarcane,77500.0,5564800.0,71.80387096774193,1370.725
maharashtra,2009,kharif,Arhar/Tur,12100.0,6200.0,0.512396694214876,1044.0
maharashtra,2009,kharif,Bajra,190700.0,115400.0,0.605138961719979,1044.0
maharashtra,2009,kharif,Castor seed,100.0,18.0,0.18,1044.0
maharashtra,2009,kharif,Cotton(lint),82700.0,125100.0,1.5126964933494558,1044.0
maharashtra,2009,kharif,Groundnut,3600.0,2700.0,0.75,1044.0
maharashtra,2009,kharif,Maize,38500.0,110300.0,2.864935064935065,1044.0
maharashtra,2009,kharif,Moong(Green Gram),12800.0,7800.0,0.609375,1044.0
maharashtra,2009,kharif,Niger seed,1900.0,500.0,0.2631578947368421,1044.0
maharashtra,2009,kharif,Ragi,2600.0,1700.0,0.6538461538461539,1044.0
maharashtra,2009,kharif,Rice,7400.0,2800.0,0.3783783783783784,1044.0
maharashtra,2009,kharif,Sesamum,300.0,20.0,0.06666666666666667,1044.0
maharashtra,2009,kharif,Soyabean,58000.0,53200.0,0.9172413793103448,1044.0
maharashtra,2009,kharif,Sugarcane,75600.0,6339000.0,83.84920634920636,1044.0
maharashtra,2009,kharif,Sunflower,7500.0,2500.0,0.3333333333333333,1044.0
maharashtra,2009,kharif,Urad,10700.0,5000.0,0.4672897196261682,1044.0
maharashtra,2009,rabi,Gram,102300.0,75700.0,0.739980449657869,221.975
maharashtra,2009,rabi,Jowar,520500.0,350600.0,0.6735830931796349,221.975
maharashtra,2009,rabi,Linseed,600.0,100.0,0.16666666666666666,221.975
maharashtra,2009,rabi,Maize,11600.0,26000.0,2.2413793103448274,221.975
maharashtra,2009,rabi,Rapeseed &Mustard,100.0,50.0,0.5,221.975
maharashtra,2009,rabi,Safflower,11100.0,8500.0,0.7657657657657657,221.975
maharashtra,2009,rabi,Sesamum,100.0,23.0,0.23,221.975
maharashtra,2009,rabi,Sunflower,2200.0,1200.0,0.5454545454545454,221.975
maharashtra,2009,rabi,Wheat,129500.0,216000.0,1.667953667953668,221.975
maharashtra,2010,kharif,Arhar/Tur,17600.0,11300.0,0.6420454545454546,1612.925
maharashtra,2010,kharif,Bajra,196000.0,186800.0,0.9530612244897959,1612.925
maharashtra,2010,kharif,Cotton(lint),101700.0,221100.0,2.174041297935103,1612.925
maharashtra,2010,kharif,Groundnut,4200.0,3600.0,0.8571428571428571,1612.925
maharashtra,2010,kharif,Maize,45300.0,139500.0,3.0794701986754967,1612.925
maharashtra,2010,kharif,Moong(Green Gram),15900.0,12400.0,0.779874213836478,1612.925
maharashtra,2010,kharif,Niger seed,1900.0,700.0,0.3684210526315789,1612.925
maharashtra,2010,kharif,Ragi,2800.0,2600.0,0.9285714285714286,1612.925
maharashtra,2010,kharif,Rice,7500.0,7000.0,0.9333333333333333,1612.925
maharashtra,2010,kharif,Sesamum,500.0,100.0,0.2,1612.925
maharashtra,2010,kharif,Soyabean,50700.0,90800.0,1.7909270216962525,1612.925
maharashtra,2010,kharif,Sugarcane,126000.0,11516400.0,91.4,1612.925
maharashtra,2010,kharif,Sunflower,8200.0,3400.0,0.4146341463414634,1612.925
maharashtra,2010,kharif,Urad,12100.0,7700.0,0.6363636363636364,1612.925
maharashtra,2010,rabi,Gram,115200.0,94000.0,0.8159722222222222,158.675
maharashtra,2010,rabi,Jowar,540000.0,318000.0,0.5888888888888889,158.675
maharashtra,2010,rabi,Linseed,500.0,100.0,0.2,158.675
maharashtra,2010,rabi,Maize,13200.0,26300.0,1.9924242424242424,158.675
maharashtra,2010,rabi,Safflower,8800.0,5300.0,0.6022727272727273,158.675
maharashtra,2010,rabi,Sesamum,100.0,30.0,0.3,158.675
maharashtra,2010,rabi,Sunflower,1000.0,800.0,0.8,158.675
maharashtra,2010,rabi,Wheat,133700.0,248900.0,1.8616305160807778,158.675
maharashtra,2011,kharif,Arhar/Tur,12800.0,6400.0,0.5,1496.275
maharashtra,2011,kharif,Bajra,184700.0,179500.0,0.9718462371413102,1496.275
maharashtra,2011,kharif,Castor seed,100.0,20.0,0.2,1496.275
maharashtra,2011,kharif,Cotton(lint),112000.0,238100.0,2.125892857142857,1496.275
maharashtra,2011,kharif,Groundnut,4500.0,3300.0,0.7333333333333333,1496.275
maharashtra,2011,kharif,Maize,46300.0,125500.0,2.710583153347732,1496.275
maharashtra,2011,kharif,Moong(Green Gram),6400.0,1700.0,0.265625,1496.275
maharashtra,2011,kharif,Niger seed,1900.0,700.0,0.3684210526315789,1496.275
maharashtra,2011,kharif,Ragi,2800.0,3200.0,1.1428571428571428,1496.275
maharashtra,2011,kharif,Rice,7900.0,7800.0,0.9873417721518988,1496.275
maharashtra,2011,kharif,Sesamum,500.0,100.0,0.2,1496.275
maharashtra,2011,kharif,Soyabean,58600.0,122700.0,2.0938566552901023,1496.275
maharashtra,2011,kharif,Sunflower,3200.0,1500.0,0.46875,1496.275
maharashtra,2011,kharif,Urad,8100.0,7500.0,0.9259259259259259,1496.275
maharashtra,2011,rabi,Gram,45300.0,27700.0,0.6114790286975718,53.95
maharashtra,2011,rabi,Jowar,434600.0,123200.0,0.2834790612057064,53.95
maharashtra,2011,rabi,Linseed,300.0,100.0,0.3333333333333333,53.95
maharashtra,2011,rabi,Maize,9200.0,22600.0,2.4565217391304346,53.95
maharashtra,2011,rabi,Safflower,6700.0,1800.0,0.26865671641791045,53.95
maharashtra,2011,rabi,Sunflower,400.0,200.0,0.5,53.95
maharashtra,2011,rabi,Wheat,48100.0,88700.0,1.844074844074844,53.95
maharashtra,2011,summer,Groundnut,6800.0,10500.0,1.5441176470588236,7.1
maharashtra,2011,summer,Sunflower,100.0,100.0,1.0,7.1
maharashtra,2011,whole year,Sugarcane,129500.0,11879200.0,91.73127413127413,1558.625
maharashtra,2012,kharif,Arhar/Tur,9500.0,2200.0,0.23157894736842105,1235.9
maharashtra,2012,kharif,Bajra,160500.0,55400.0,0.3451713395638629,1235.9
maharashtra,2012,kharif,Castor seed,200.0,20.0,0.1,1235.9
maharashtra,2012,kharif,Cotton(lint),96200.0,88100.0,0.9158004158004158,1235.9
maharashtra,2012,kharif,Groundnut,4200.0,2400.0,0.5714285714285714,1235.9
maharashtra,2012,kharif,Maize,45000.0,91900.0,2.042222222222222,1235.9
maharashtra,2012,kharif,Moong(Green Gram),5700.0,600.0,0.10526315789473684,1235.9
maharashtra,2012,kharif,Niger seed,2000.0,700.0,0.35,1235.9
maharashtra,2012,kharif,Ragi,2800.0,3100.0,1.1071428571428572,1235.9
maharashtra,2012,kharif,Rice,7500.0,4600.0,0.6133333333333333,1235.9
maharashtra,2012,kharif,Sesamum,300.0,100.0,0.3333333333333333,1235.9
maharashtra,2012,kharif,Soyabean,56800.0,28100.0,0.49471830985915494,1235.9
maharashtra,2012,kharif,Sunflower,1400.0,500.0,0.35714285714285715,1235.9
maharashtra,2012,kharif,Urad,6100.0,1100.0,0.18032786885245902,1235.9
maharashtra,2012,rabi,Gram,59400.0,21700.0,0.3653198653198653,96.5
maharashtra,2012,rabi,Jowar,444800.0,67000.0,0.1506294964028777,96.5
maharashtra,2012,rabi,Linseed,400.0,40.0,0.1,96.5
maharashtra,2012,rabi,Maize,14700.0,24800.0,1.6870748299319729,96.5
maharashtra,2012,rabi,Safflower,1000.0,50.0,0.05,96.5
maharashtra,2012,rabi,Sunflower,200.0,50.0,0.25,96.5
maharashtra,2012,rabi,Wheat,38900.0,46100.0,1.1850899742930592,96.5
maharashtra,2012,summer,Groundnut,1000.0,1200.0,1.2,2.45
maharashtra,2012,summer,Maize,200.0,200.0,1.0,2.45
maharashtra,2012,whole year,Sugarcane,115500.0,8235700.0,71.3047619047619,1335.65
maharashtra,2013,kharif,Arhar/Tur,11000.0,9200.0,0.8363636363636363,1583.0
maharashtra,2013,kharif,Bajra,181800.0,188200.0,1.0352035203520351,1583.0
maharashtra,2013,kharif,Cotton(lint),104700.0,222400.0,2.1241642788920725,1583.0
maharashtra,2013,kharif,Groundnut,4700.0,3700.0,0.7872340425531915,1583.0
maharashtra,2013,kharif,Maize,61000.0,296900.0,4.867213114754098,1583.0
maharashtra,2013,kharif,Moong(Green Gram),5700.0,4800.0,0.8421052631578947,1583.0
maharashtra,2013,kharif,Niger seed,2000.0,700.0,0.35,1583.0
maharashtra,2013,kharif,Ragi,2800.0,3600.0,1.2857142857142858,1583.0
maharashtra,2013,kharif,Rice,7900.0,19000.0,2.4050632911392404,1583.0
maharashtra,2013,kharif,Sesamum,200.0,100.0,0.5,1583.0
maharashtra,2013,kharif,Soyabean,65900.0,74500.0,1.1305007587253415,1583.0
maharashtra,2013,kharif,Sunflower,1300.0,800.0,0.6153846153846154,1583.0
maharashtra,2013,kharif,Urad,6100.0,3000.0,0.4918032786885246,1583.0
maharashtra,2013,rabi,Gram,120700.0,93300.0,0.7729908864954432,116.05000000000001
maharashtra,2013,rabi,Jowar,503900.0,354500.0,0.7035126017066878,116.05000000000001
maharashtra,2013,rabi,Linseed,200.0,100.0,0.5,116.05000000000001
maharashtra,2013,rabi,Maize,20900.0,59300.0,2.8373205741626792,116.05000000000001
maharashtra,2013,rabi,Safflower,1600.0,200.0,0.125,116.05000000000001
maharashtra,2013,rabi,Sesamum,600.0,100.0,0.16666666666666666,116.05000000000001
maharashtra,2013,rabi,Wheat,51900.0,100700.0,1.9402697495183043,116.05000000000001
maharashtra,2013,summer,Groundnut,1500.0,2400.0,1.6,13.75
maharashtra,2013,summer,Maize,1000.0,1500.0,1.5,13.75
maharashtra,2013,whole year,Sugarcane,110800.0,9643600.0,87.03610108303249,1723.6
maharashtra,2014,kharif,Arhar/Tur,9100.0,1800.0,0.1978021978021978,1126.9250000000002
maharashtra,2014,kharif,Bajra,186000.0,107700.0,0.5790322580645161,1126.9250000000002
maharashtra,2014,kharif,Cotton(lint),102600.0,96700.0,0.942495126705653,1126.9250000000002
maharashtra,2014,kharif,Groundnut,4300.0,2800.0,0.6511627906976745,1126.9250000000002
maharashtra,2014,kharif,Maize,68100.0,176100.0,2.5859030837004404,1126.9250000000002
maharashtra,2014,kharif,Moong(Green Gram),5600.0,3200.0,0.5714285714285714,1126.9250000000002
maharashtra,2014,kharif,Niger seed,1500.0,400.0,0.26666666666666666,1126.9250000000002
maharashtra,2014,kharif,Ragi,3000.0,3300.0,1.1,1126.9250000000002
maharashtra,2014,kharif,Rice,8600.0,2200.0,0.2558139534883721,1126.9250000000002
maharashtra,2014,kharif,Soyabean,58200.0,35900.0,0.6168384879725086,1126.9250000000002
maharashtra,2014,kharif,Sunflower,800.0,400.0,0.5,1126.9250000000002
maharashtra,2014,rabi,Gram,115200.0,85200.0,0.7395833333333334,66.5
maharashtra,2014,rabi,Jowar,443600.0,279800.0,0.6307484220018035,66.5
maharashtra,2014,rabi,Maize,29400.0,57600.0,1.9591836734693877,66.5
maharashtra,2014,rabi,Wheat,57200.0,85000.0,1.486013986013986,66.5
maharashtra,2014,summer,Groundnut,1600.0,2300.0,1.4375,59.925
maharashtra,2014,summer,Maize,200.0,400.0,2.0,59.925
maharashtra,2014,whole year,Sugarcane,122000.0,11761000.0,96.40163934426229,1265.875
maharashtra,1997,kharif,Arhar/Tur,81200.0,64400.0,0.7931034482758621,1240.0
maharashtra,1997,kharif,Bajra,5600.0,2400.0,0.42857142857142855,1240.0
maharashtra,1997,kharif,Gram,37500.0,14800.0,0.39466666666666667,1240.0
maharashtra,1997,kharif,Jowar,193600.0,290100.0,1.4984504132231404,1240.0
maharashtra,1997,kharif,Maize,700.0,800.0,1.1428571428571428,1240.0
maharashtra,1997,kharif,Moong(Green Gram),119400.0,43100.0,0.3609715242881072,1240.0
maharashtra,1997,kharif,Rice,2900.0,1600.0,0.5517241379310345,1240.0
maharashtra,1997,kharif,Urad,81400.0,41000.0,0.5036855036855037,1240.0
maharashtra,1997,rabi,Jowar,3400.0,900.0,0.2647058823529412,195.0
maharashtra,1997,rabi,Wheat,20900.0,21800.0,1.0430622009569377,195.0
maharashtra,1997,whole year,Cotton(lint),3582.0,183400.0,51.20044667783361,1464.475
maharashtra,1998,kharif,Arhar/Tur,77300.0,88300.0,1.1423027166882276,1402.25
maharashtra,1998,kharif,Bajra,5600.0,2900.0,0.5178571428571429,1402.25
maharashtra,1998,kharif,Cotton(lint),360300.0,246500.0,0.6841520954759922,1402.25
maharashtra,1998,kharif,Groundnut,1600.0,1100.0,0.6875,1402.25
maharashtra,1998,kharif,Jowar,165800.0,244000.0,1.4716525934861278,1402.25
maharashtra,1998,kharif,Maize,400.0,800.0,2.0,1402.25
maharashtra,1998,kharif,Moong(Green Gram),121400.0,93600.0,0.771004942339374,1402.25
maharashtra,1998,kharif,Rice,2900.0,2000.0,0.6896551724137931,1402.25
maharashtra,1998,kharif,Sesamum,8100.0,2800.0,0.345679012345679,1402.25
maharashtra,1998,kharif,Soyabean,77800.0,105900.0,1.3611825192802056,1402.25
maharashtra,1998,kharif,Sugarcane,1500.0,124400.0,82.93333333333334,1402.25
maharashtra,1998,kharif,Sunflower,2900.0,900.0,0.3103448275862069,1402.25
maharashtra,1998,kharif,Urad,76700.0,56100.0,0.7314211212516297,1402.25
maharashtra,1998,rabi,Gram,56500.0,38600.0,0.6831858407079646,201.77499999999998
maharashtra,1998,rabi,Jowar,1100.0,400.0,0.36363636363636365,201.77499999999998
maharashtra,1998,rabi,Maize,100.0,100.0,1.0,201.77499999999998
maharashtra,1998,rabi,Safflower,25100.0,18400.0,0.7330677290836654,201.77499999999998
maharashtra,1998,rabi,Sunflower,11200.0,5500.0,0.49107142857142855,201.77499999999998
maharashtra,1998,rabi,Wheat,25800.0,31600.0,1.2248062015503876,201.77499999999998
maharashtra,1998,summer,Groundnut,2300.0,2000.0,0.8695652173913043,20.0
maharashtra,1998,summer,Sunflower,1200.0,1200.0,1.0,20.0
maharashtra,1999,kharif,Arhar/Tur,46000.0,58000.0,1.2608695652173914,1258.775
maharashtra,1999,kharif,Bajra,2300.0,1200.0,0.5217391304347826,1258.775
maharashtra,1999,kharif,Cotton(lint),239600.0,234100.0,0.9770450751252087,1258.775
maharashtra,1999,kharif,Groundnut,200.0,100.0,0.5,1258.775
maharashtra,1999,kharif,Jowar,87800.0,133500.0,1.520501138952164,1258.775
maharashtra,1999,kharif,Maize,100.0,100.0,1.0,1258.775
maharashtra,1999,kharif,Moong(Green Gram),56700.0,32100.0,0.5661375661375662,1258.775
maharashtra,1999,kharif,Sesamum,5300.0,1300.0,0.24528301886792453,1258.775
maharashtra,1999,kharif,Small millets,1000.0,600.0,0.6,1258.775
maharashtra,1999,kharif,Soyabean,28400.0,39900.0,1.4049295774647887,1258.775
maharashtra,1999,kharif,Sunflower,2300.0,900.0,0.391304347826087,1258.775
maharashtra,1999,kharif,Urad,14300.0,8700.0,0.6083916083916084,1258.775
maharashtra,1999,rabi,Gram,38100.0,28900.0,0.7585301837270341,145.875
maharashtra,1999,rabi,Rapeseed &Mustard,200.0,0.0,0.0,145.875
maharashtra,1999,rabi,Safflower,6500.0,5300.0,0.8153846153846154,145.875
maharashtra,1999,rabi,Sunflower,2800.0,1600.0,0.5714285714285714,145.875
maharashtra,1999,rabi,Wheat,12400.0,20900.0,1.685483870967742,145.875
maharashtra,1999,summer,Groundnut,1700.0,2300.0,1.3529411764705883,39.474999999999994
maharashtra,1999,summer,Sunflower,1100.0,2000.0,1.8181818181818181,39.474999999999994
maharashtra,1999,whole year,Sugarcane,200.0,18300.0,91.5,1452.625
maharashtra,2000,kharif,Arhar/Tur,46400.0,33100.0,0.7133620689655172,1284.375
maharashtra,2000,kharif,Bajra,2500.0,1500.0,0.6,1284.375
maharashtra,2000,kharif,Cotton(lint),227800.0,155500.0,0.6826163301141353,1284.375
maharashtra,2000,kharif,Groundnut,200.0,100.0,0.5,1284.375
maharashtra,2000,kharif,Jowar,86100.0,142500.0,1.6550522648083623,1284.375
maharashtra,2000,kharif,Maize,200.0,200.0,1.0,1284.375
maharashtra,2000,kharif,Moong(Green Gram),59400.0,23800.0,0.4006734006734007,1284.375
maharashtra,2000,kharif,Sesamum,4900.0,1100.0,0.22448979591836735,1284.375
maharashtra,2000,kharif,Small millets,1300.0,800.0,0.6153846153846154,1284.375
maharashtra,2000,kharif,Soyabean,28900.0,31200.0,1.0795847750865053,1284.375
maharashtra,2000,kharif,Sunflower,2600.0,1300.0,0.5,1284.375
maharashtra,2000,kharif,Urad,15000.0,9300.0,0.62,1284.375
maharashtra,2000,rabi,Gram,22000.0,6800.0,0.3090909090909091,51.425
maharashtra,2000,rabi,Jowar,200.0,100.0,0.5,51.425
maharashtra,2000,rabi,Rapeseed &Mustard,100.0,10.0,0.1,51.425
maharashtra,2000,rabi,Safflower,4900.0,1900.0,0.3877551020408163,51.425
maharashtra,2000,rabi,Sunflower,1900.0,1100.0,0.5789473684210527,51.425
maharashtra,2000,rabi,Wheat,9700.0,13800.0,1.422680412371134,51.425
maharashtra,2000,summer,Groundnut,1400.0,1000.0,0.7142857142857143,64.475
maharashtra,2000,summer,Sunflower,400.0,500.0,1.25,64.475
maharashtra,2000,whole year,Sugarcane,600.0,48800.0,81.33333333333333,1406.1
maharashtra,2001,kharif,Arhar/Tur,46800.0,41600.0,0.8888888888888888,1087.625
maharashtra,2001,kharif,Bajra,2300.0,800.0,0.34782608695652173,1087.625
maharashtra,2001,kharif,Cotton(lint),231400.0,194900.0,0.8422644770959378,1087.625
maharashtra,2001,kharif,Jowar,85200.0,121100.0,1.4213615023474178,1087.625
maharashtra,2001,kharif,Maize,400.0,1000.0,2.5,1087.625
maharashtra,2001,kharif,Moong(Green Gram),60000.0,32700.0,0.545,1087.625
maharashtra,2001,kharif,Sesamum,1900.0,600.0,0.3157894736842105,1087.625
maharashtra,2001,kharif,Small millets,700.0,400.0,0.5714285714285714,1087.625
maharashtra,2001,kharif,Soyabean,31300.0,30600.0,0.9776357827476039,1087.625
maharashtra,2001,kharif,Sunflower,1700.0,600.0,0.35294117647058826,1087.625
maharashtra,2001,kharif,Urad,14500.0,10800.0,0.7448275862068966,1087.625
maharashtra,2001,rabi,Gram,22300.0,12900.0,0.57847533632287,132.95
maharashtra,2001,rabi,Jowar,100.0,100.0,1.0,132.95
maharashtra,2001,rabi,Rapeseed &Mustard,100.0,10.0,0.1,132.95
maharashtra,2001,rabi,Safflower,3400.0,2200.0,0.6470588235294118,132.95
maharashtra,2001,rabi,Sunflower,1000.0,500.0,0.5,132.95
maharashtra,2001,rabi,Wheat,10100.0,15500.0,1.5346534653465347,132.95
maharashtra,2001,summer,Groundnut,1400.0,1600.0,1.1428571428571428,32.125
maharashtra,2001,summer,Sunflower,400.0,700.0,1.75,32.125
maharashtra,2001,whole year,Sugarcane,600.0,44100.0,73.5,1258.75
maharashtra,2002,kharif,Arhar/Tur,46500.0,42100.0,0.9053763440860215,1156.85
maharashtra,2002,kharif,Bajra,2400.0,1600.0,0.6666666666666666,1156.85
maharashtra,2002,kharif,Cotton(lint),222900.0,224600.0,1.0076267384477344,1156.85
maharashtra,2002,kharif,Jowar,83100.0,162500.0,1.9554753309265944,1156.85
maharashtra,2002,kharif,Maize,500.0,1000.0,2.0,1156.85
maharashtra,2002,kharif,Moong(Green Gram),64300.0,26100.0,0.4059097978227061,1156.85
maharashtra,2002,kharif,Sesamum,1800.0,400.0,0.2222222222222222,1156.85
maharashtra,2002,kharif,Soyabean,27200.0,40900.0,1.5036764705882353,1156.85
maharashtra,2002,kharif,Sunflower,1500.0,800.0,0.5333333333333333,1156.85
maharashtra,2002,kharif,Urad,15200.0,7300.0,0.48026315789473684,1156.85
maharashtra,2002,rabi,Gram,24300.0,16100.0,0.6625514403292181,52.324999999999996
maharashtra,2002,rabi,Jowar,100.0,100.0,1.0,52.324999999999996
maharashtra,2002,rabi,Rapeseed &Mustard,100.0,10.0,0.1,52.324999999999996
maharashtra,2002,rabi,Safflower,2200.0,1200.0,0.5454545454545454,52.324999999999996
maharashtra,2002,rabi,Sunflower,1000.0,500.0,0.5,52.324999999999996
maharashtra,2002,rabi,Wheat,10300.0,15800.0,1.5339805825242718,52.324999999999996
maharashtra,2002,summer,Groundnut,900.0,1800.0,2.0,17.0
maharashtra,2002,summer,Sunflower,600.0,600.0,1.0,17.0
maharashtra,2002,whole year,Sugarcane,400.0,28000.0,70.0,1231.35
maharashtra,2003,kharif,Arhar/Tur,51000.0,43500.0,0.8529411764705882,1274.75
maharashtra,2003,kharif,Bajra,1900.0,900.0,0.47368421052631576,1274.75
maharashtra,2003,kharif,Cotton(lint),217700.0,199000.0,0.9141019751952227,1274.75
maharashtra,2003,kharif,Groundnut,100.0,100.0,1.0,1274.75
maharashtra,2003,kharif,Jowar,82300.0,161300.0,1.959902794653706,1274.75
maharashtra,2003,kharif,Maize,700.0,1500.0,2.142857142857143,1274.75
maharashtra,2003,kharif,Moong(Green Gram),64300.0,30100.0,0.4681181959564541,1274.75
maharashtra,2003,kharif,Sesamum,3000.0,800.0,0.26666666666666666,1274.75
maharashtra,2003,kharif,Soyabean,30800.0,37500.0,1.2175324675324675,1274.75
maharashtra,2003,kharif,Sunflower,1100.0,400.0,0.36363636363636365,1274.75
maharashtra,2003,kharif,Urad,18600.0,10900.0,0.5860215053763441,1274.75
maharashtra,2003,rabi,Gram,26200.0,16600.0,0.6335877862595419,40.475
maharashtra,2003,rabi,Jowar,100.0,100.0,1.0,40.475
maharashtra,2003,rabi,Maize,100.0,100.0,1.0,40.475
maharashtra,2003,rabi,Safflower,2000.0,1100.0,0.55,40.475
maharashtra,2003,rabi,Sunflower,1000.0,400.0,0.4,40.475
maharashtra,2003,rabi,Wheat,8700.0,12300.0,1.4137931034482758,40.475
maharashtra,2003,summer,Groundnut,700.0,700.0,1.0,20.125
maharashtra,2003,summer,Sunflower,500.0,400.0,0.8,20.125
maharashtra,2003,whole year,Banana,500.0,26250.0,52.5,1338.4
maharashtra,2003,whole year,Grapes,63.0,1690.0,26.825396825396826,1338.4
maharashtra,2003,whole year,Mango,3100.0,5830.0,1.8806451612903226,1338.4
maharashtra,2003,whole year,Onion,385.0,9180.0,23.844155844155843,1338.4
maharashtra,2003,whole year,Sugarcane,800.0,48000.0,60.0,1338.4
maharashtra,2003,whole year,Tomato,415.0,1325.0,3.1927710843373496,1338.4
maharashtra,2004,kharif,Arhar/Tur,52200.0,27500.0,0.5268199233716475,1257.475
maharashtra,2004,kharif,Bajra,1400.0,600.0,0.42857142857142855,1257.475
maharashtra,2004,kharif,Jowar,82200.0,108300.0,1.3175182481751824,1257.475
maharashtra,2004,kharif,Maize,600.0,700.0,1.1666666666666667,1257.475
maharashtra,2004,kharif,Moong(Green Gram),62000.0,13500.0,0.21774193548387097,1257.475
maharashtra,2004,kharif,Sesamum,2900.0,400.0,0.13793103448275862,1257.475
maharashtra,2004,kharif,Sunflower,1500.0,600.0,0.4,1257.475
maharashtra,2004,kharif,Urad,16100.0,3500.0,0.21739130434782608,1257.475
maharashtra,2004,rabi,Gram,24000.0,9100.0,0.37916666666666665,53.349999999999994
maharashtra,2004,rabi,Jowar,100.0,100.0,1.0,53.349999999999994
maharashtra,2004,rabi,Maize,100.0,100.0,1.0,53.349999999999994
maharashtra,2004,rabi,Rapeseed &Mustard,100.0,0.0,0.0,53.349999999999994
maharashtra,2004,rabi,Safflower,1900.0,700.0,0.3684210526315789,53.349999999999994
maharashtra,2004,rabi,Soyabean,50300.0,31000.0,0.6163021868787276,53.349999999999994
maharashtra,2004,rabi,Sunflower,1100.0,600.0,0.5454545454545454,53.349999999999994
maharashtra,2004,rabi,Wheat,3400.0,3800.0,1.1176470588235294,53.349999999999994
